,#,Tên huyện,Số điểm cháy
0,1,Hoài Đức,5
1,2,Quốc Oai,20
2,3,Đan Phượng,14
3,4,Đông Anh,29
4,5,Q. Hà Đông,6
5,6,Q. Ba Đình,1
6,7,Phúc Thọ,10
7,8,Mê Linh,36
8,9,Chương Mỹ,36
9,10,Ứng Hòa,11
10,11,Q. Hoàng Mai,11
11,12,Thường Tín,40
12,13,TX. Sơn Tây,8
13,14,Gia Lâm,31
14,15,Q. Cầu Giấy,3
15,16,Phú Xuyên,5
16,17,Mỹ Đức,14
17,18,Thanh Oai,7
18,19,Sóc Sơn,25
19,20,Q. Bắc Từ Liêm,5
20,21,Q. Long Biên,8
21,22,Thanh Trì,18
22,23,Thạch Thất,43
23,24,Ba Vì,33
24,25,Q. Đống Đa,1
