,#,Tháng,Số điểm cháy
0,1,1,131
1,2,2,3669
2,3,3,3142
3,4,4,2650
4,5,5,72
5,6,6,2
6,7,7,13
7,8,8,6
8,9,9,24
9,10,10,240
10,11,11,110
11,12,12,88
