,#,Tên huyện,Số điểm cháy
0,1,Vị Xuyên,47
1,2,Bắc Mê,76
2,3,Bắc Quang,73
3,4,Yên Minh,10
4,5,Quang Bình,25
5,6,Mèo Vạc,7
6,7,Quản Bạ,10
7,8,Đồng Văn,15
8,9,Hà Giang,7
9,10,Hoàng Su Phì,14
10,11,Xín Mần,36
