,#,Tháng,Số điểm cháy
0,1,1,154
1,2,2,4884
2,3,3,12993
3,4,4,24267
4,5,5,175
5,6,6,24
6,7,7,3
7,8,8,6
8,9,9,18
9,10,10,84
10,11,11,71
11,12,12,23
