,#,Tên huyện,Số điểm cháy
0,1,Lâm Bình,10
1,2,Chiêm Hóa,10
2,3,Hàm Yên,2
3,4,Yên Sơn,14
4,5,Na Hang,11
5,6,Sơn Dương,2
