,#,Tên huyện,Số điểm cháy
0,1,Bù Gia Mập,34
1,2,TX. Phước Long,10
2,3,Hớn Quản,64
3,4,Chơn Thành,71
4,5,TX. Bình Long,10
5,6,Lộc Ninh,32
6,7,Phú Riềng,36
7,8,Bù Đốp,17
8,9,Bù Đăng,42
9,10,Đồng Phú,38
10,11,TX. Đồng Xoài,19
