,#,Tên huyện,Số điểm cháy
0,1,Hương Khê,36
1,2,Hương Sơn,14
2,3,Đức Thọ,1
3,4,Can Lộc,2
4,5,Kỳ Anh,12
5,6,Vũ Quang,7
6,7,Cẩm Xuyên,5
7,8,TX. Kỳ Anh,4
