,#,Tên huyện,Số điểm cháy
0,1,Nậm Pồ,231
1,2,Tủa Chùa,46
2,3,TX. Mường Lay,14
3,4,Điện Biên Đông,130
4,5,Mường Chà,246
5,6,Tuần Giáo,211
6,7,Điện Biên,334
7,8,Mường Nhé,322
8,9,Điện Biên Ph,1
9,10,Mường ảng,32
