,#,Tháng,Số điểm cháy
0,1,1,7
1,2,2,4
2,3,3,14
3,4,4,10
4,5,5,9
5,6,6,5
6,7,7,4
7,8,8,15
8,9,9,25
9,10,10,30
10,11,11,10
11,12,12,8
