,#,Tên huyện,Số điểm cháy
0,1,Tuy Đức,1549
1,2,Cư Jút,1604
2,3,Đắk Mil,1452
3,4,Đắk Song,1294
4,5,Đắk RLấp,208
5,6,Đắk Glong,6629
6,7,TX. Gia Nghĩa,539
7,8,KRông Nô,2961
