,#,Tên huyện,Số điểm cháy
0,1,Châu Thành,59
1,2,Tịnh Biên,240
2,3,Chợ Mới,24
3,4,TX. Tân Châu,24
4,5,Tri Tôn,499
5,6,An Phú,83
6,7,Châu Phú,163
7,8,Long Xuyên,89
8,9,Châu Đốc,50
9,10,Phú Tân,89
10,11,Thoại Sơn,56
