,#,Tên huyện,Số điểm cháy
0,1,Yên Mô,6
1,2,Nho Quan,47
2,3,Yên Khánh,17
3,4,Ninh Bình,1
4,5,Khu dự trữ sinh quyển,8
5,6,Kim Sơn,8
6,7,Khu dự trữ sinh quyển,8
7,8,Gia Viễn,103
8,9,TX. Tam Điệp,70
9,10,Hoa Lư,44
