,#,Tên huyện,Số điểm cháy
0,1,Hạ Hòa,29
1,2,Đoan Hùng,1
2,3,Thanh Sơn,84
3,4,Tân Sơn,16
4,5,Việt Trì,6
5,6,Yên Lập,51
6,7,Thanh Ba,1
