,#,Tháng,Số điểm cháy
0,1,1,457
1,2,2,5184
2,3,3,8681
3,4,4,13584
4,5,5,274
5,6,6,1
6,7,8,2
7,8,9,58
8,9,10,81
9,10,11,617
10,11,12,342
