,#,Tên huyện,Số điểm cháy
0,1,Phù Cát,82
1,2,Tuy Phước,49
2,3,An Lão,204
3,4,TX. An Nhơn,60
4,5,Quy Nhơn,250
5,6,Phù Mỹ,122
6,7,Hoài  Ân,288
7,8,Vân Canh,347
8,9,Hoài Nhơn,215
9,10,Tây Sơn,155
10,11,Vĩnh Thạnh,457
