,#,Tháng,Số điểm cháy
0,1,1,4
1,2,2,43
2,3,3,14
3,4,4,230
4,5,5,759
5,6,6,98
6,7,7,36
7,8,8,47
8,9,9,69
9,10,10,50
10,11,11,46
11,12,12,149
