,#,Tên huyện,Số điểm cháy
0,1,Văn Chấn,64
1,2,Lục Yên,18
2,3,Trạm Tấu,37
3,4,Yên Bái,1
4,5,Trấn Yên,40
5,6,Mù Cang Chải,26
6,7,TX. Nghĩa Lộ,2
7,8,Văn Yên,80
8,9,Yên Bình,35
