,#,Tên huyện,Số điểm cháy
0,1,Đức Cơ,78
1,2,Ia Grai,73
2,3,Chư Prông,143
3,4,Krông Pa,94
4,5,Đăk Đoa,13
5,6,Kông Chro,80
6,7,Chư Păh,98
7,8,Plei Ku,2
8,9,TX. An Khê,13
9,10,Mang Yang,41
10,11,Đak Pơ,11
11,12,Ia Pa,39
12,13,Chư Sê,20
13,14,TX. AYun Pa,16
14,15,KBang,49
15,16,Chư Pưh,14
16,17,Phú Thiện,17
