,#,Tên huyện,Số điểm cháy
0,1,Bắc Ái,29
1,2,Thuận Nam,6
2,3,Thuận Bắc,3
3,4,Ninh Sơn,13
4,5,Ninh Hải,1
5,6,Ninh Phước,2
