,#,Tên huyện,Số điểm cháy
0,1,Đồng Hới,4
1,2,Bố Trạch,148
2,3,Tuyên Hoá,73
3,4,Quảng Trạch,38
4,5,Lệ Thuỷ,165
5,6,Minh Hoá,32
6,7,Quảng Ninh,87
7,8,TX. Ba Đồn,5
