,#,Tháng,Số điểm cháy
0,1,1,81
1,2,2,331
2,3,3,800
3,4,4,1456
4,5,5,327
5,6,6,107
6,7,7,171
7,8,8,44
8,9,9,226
9,10,10,216
10,11,11,150
11,12,12,111
