,#,Tên huyện,Số điểm cháy
0,1,Bình Gia,1207
1,2,Tràng Định,463
2,3,Chi Lăng,65
3,4,Hữu Lũng,144
4,5,Đình Lập,336
5,6,Lộc Bình,84
6,7,Văn Lãng,57
7,8,Văn Quan,22
8,9,Lạng Sơn,2
9,10,Cao Lộc,40
10,11,Bắc Sơn,366
