,#,Tên huyện,Số điểm cháy
0,1,Vị Xuyên,263
1,2,Bắc Mê,262
2,3,Bắc Quang,545
3,4,Yên Minh,126
4,5,Quang Bình,184
5,6,Mèo Vạc,32
6,7,Quản Bạ,36
7,8,Đồng Văn,16
8,9,Hà Giang,44
9,10,Hoàng Su Phì,77
10,11,Xín Mần,65
