,#,Tên huyện,Số điểm cháy
0,1,Lục Nam,19
1,2,Lục Ngạn,9
2,3,Cấm Sơn,9
3,4,Sơn Động,250
4,5,Bắc Giang,8
5,6,Yên Dũng,2
6,7,Việt Yên,9
7,8,Yên Thế,4
