,#,Tháng,Số điểm cháy
0,1,1,3
1,2,2,3
2,3,3,73
3,4,4,46
4,5,5,7
5,6,6,8
6,7,7,28
7,8,8,7
8,9,9,23
9,10,10,9
10,11,11,2
11,12,12,1
