,#,Tháng,Số điểm cháy
0,1,1,3
1,2,2,3
2,3,3,66
3,4,4,114
4,5,5,101
5,6,6,55
6,7,7,38
7,8,8,27
8,9,9,19
9,10,10,8
10,11,11,2
11,12,12,6
