,#,Tên huyện,Số điểm cháy
0,1,Văn Chấn,46
1,2,Lục Yên,24
2,3,Trạm Tấu,20
3,4,Yên Bái,2
4,5,Trấn Yên,19
5,6,Mù Cang Chải,40
6,7,Văn Yên,9
7,8,Yên Bình,11
