,#,Tháng,Số điểm cháy
0,1,1,62
1,2,2,71
2,3,3,586
3,4,4,622
4,5,5,92
5,6,6,1
6,7,7,1
7,8,8,5
8,9,10,2
9,10,11,1
10,11,12,17
