,#,Tháng,Số điểm cháy
0,1,1,9
1,2,2,148
2,3,3,77
3,4,4,113
4,5,5,19
5,6,6,6
6,7,7,2
7,8,8,10
8,9,9,25
9,10,10,12
10,11,11,15
11,12,12,1
