,#,Tháng,Số điểm cháy
0,1,1,275
1,2,2,3762
2,3,3,5333
3,4,4,2855
4,5,5,117
5,6,6,12
6,7,7,5
7,8,8,1
8,9,9,3
9,10,10,32
10,11,11,12
11,12,12,17
