,#,Tháng,Số điểm cháy
0,1,1,29
1,2,2,1170
2,3,3,810
3,4,4,279
4,5,5,35
5,6,6,10
6,7,7,5
7,8,8,31
8,9,9,6
9,10,10,57
10,11,11,4
11,12,12,3
