,#,Tháng,Số điểm cháy
0,1,1,220
1,2,2,558
2,3,3,975
3,4,4,893
4,5,5,86
5,6,6,26
6,7,7,5
7,8,8,10
8,9,9,10
9,10,10,24
10,11,11,8
11,12,12,16
