,#,Tên huyện,Số điểm cháy
0,1,Lục Nam,44
1,2,Lục Ngạn,26
2,3,Cấm Sơn,26
3,4,Sơn Động,81
4,5,Yên Dũng,2
5,6,Lạng Giang,1
6,7,Yên Thế,16
