,#,Tên huyện,Số điểm cháy
0,1,Đắk Glei,49
1,2,Kon Rẫy,102
2,3,Ia H' Drai,474
3,4,Kon Plông,44
4,5,Đắk Hà,60
5,6,Sa Thầy,145
6,7,Ngọc Hồi,47
7,8,Đắk Tô,23
8,9,Tu Mơ Rông,111
9,10,Kon Tum,7
