,#,Tên huyện,Số điểm cháy
0,1,Đông Triều,14
1,2,Hòn Nhà Đèn,5
2,3,TX. Quảng Yên,5
3,4,Đầm Hà,29
4,5,Hạ Long,9
5,6,Ba Chẽ,232
6,7,Hải Hà,85
7,8,Cẩm Phả,78
8,9,Uông Bí,20
9,10,Bình Liêu,40
10,11,Vân Đồn,73
11,12,Móng Cái,60
12,13,Tiên Yên,154
13,14,Hoành Bồ,193
