,#,Tên huyện,Số điểm cháy
0,1,Hàm Tân,23
1,2,Bắc Bình,35
2,3,Hàm Thuận Bắc,8
3,4,Hàm Thuận Nam,18
4,5,Tánh Linh,14
5,6,Tuy Phong,8
