,#,Tên huyện,Số điểm cháy
0,1,Phú Lương,1
1,2,Võ Nhai,9
2,3,Đại Từ,3
3,4,Định Hóa,9
4,5,Đồng Hỷ,10
5,6,Phú Bình,1
