,#,Tháng,Số điểm cháy
0,1,1,11
1,2,2,384
2,3,3,408
3,4,4,941
4,5,5,76
5,6,6,14
6,7,7,1
7,8,8,5
8,9,9,14
9,10,10,28
10,11,11,60
11,12,12,3
