,#,Tháng,Số điểm cháy
0,1,1,7
1,2,2,10
2,3,3,13
3,4,4,26
4,5,5,40
5,6,6,20
6,7,7,17
7,8,8,56
8,9,9,44
9,10,10,9
10,11,11,6
