,#,Tên huyện,Số điểm cháy
0,1,Văn Chấn,7
1,2,Lục Yên,4
2,3,Trạm Tấu,4
3,4,Trấn Yên,10
4,5,Mù Cang Chải,9
5,6,Văn Yên,4
6,7,Yên Bình,4
