,Ma_Tinh,Name,Nam,Thang,So_Diem_Chay,Air_Humidity,Air_Temperature,Rainfull,Sunshine,Latitude,Longitude,Group
525,48.0,Đà Nẵng,2019.0,8.0,20.0,71.0,30.2,174.0,193.7,16.031944,108.220556,1
526,48.0,Đà Nẵng,2019.0,9.0,13.0,80.0,27.9,307.7,163.9,16.031944,108.220556,1
527,48.0,Đà Nẵng,2019.0,10.0,34.0,81.0,27.1,637.8,212.8,16.031944,108.220556,1
528,48.0,Đà Nẵng,2019.0,11.0,1.0,81.0,25.3,464.9,126.7,16.031944,108.220556,1
576,77.0,Vũng Tàu,2019.0,1.0,133.0,74.0,26.8,4.4,238.5,10.3459,107.08426,1
577,77.0,Vũng Tàu,2019.0,4.0,499.0,73.0,30.0,8.6,299.7,10.3459,107.08426,1
578,77.0,Vũng Tàu,2019.0,5.0,41.0,77.0,29.9,96.5,257.7,10.3459,107.08426,1
579,77.0,Vũng Tàu,2019.0,6.0,15.0,77.0,29.3,199.6,200.3,10.3459,107.08426,1
580,77.0,Vũng Tàu,2019.0,7.0,39.0,80.0,28.3,149.4,204.9,10.3459,107.08426,1
581,77.0,Vũng Tàu,2019.0,8.0,37.0,81.0,28.2,225.1,203.0,10.3459,107.08426,1
582,77.0,Vũng Tàu,2019.0,9.0,44.0,79.0,28.2,158.3,174.6,10.3459,107.08426,1
583,77.0,Vũng Tàu,2019.0,10.0,70.0,75.0,29.0,80.3,246.3,10.3459,107.08426,1
584,77.0,Vũng Tàu,2019.0,11.0,6.0,79.0,27.4,145.7,200.5,10.3459,107.08426,1
646,84.0,Vinh,2019.0,1.0,29.0,89.0,18.8,33.5,49.1,18.67337,105.69232,1
647,84.0,Vinh,2019.0,2.0,66.0,90.0,22.9,18.0,119.9,18.67337,105.69232,1
648,84.0,Vinh,2019.0,3.0,203.0,91.0,23.2,53.5,81.4,18.67337,105.69232,1
649,84.0,Vinh,2019.0,4.0,369.0,84.0,28.2,81.2,202.6,18.67337,105.69232,1
650,84.0,Vinh,2019.0,5.0,20.0,79.0,29.7,108.1,189.6,18.67337,105.69232,1
651,84.0,Vinh,2019.0,6.0,1.0,65.0,32.8,10.7,270.8,18.67337,105.69232,1
652,84.0,Vinh,2019.0,8.0,20.0,78.0,29.6,169.6,153.4,18.67337,105.69232,1
653,84.0,Vinh,2019.0,10.0,2.0,84.0,26.2,1163.7,168.8,18.67337,105.69232,1
654,84.0,Vinh,2019.0,12.0,4.0,82.0,20.1,96.9,107.8,18.67337,105.69232,1
697,96.0,Cà Mau,2019.0,1.0,63.0,77.0,27.0,149.3,180.3,9.061414,105.032043,1
698,96.0,Cà Mau,2019.0,2.0,327.0,76.0,27.4,0.8,223.1,9.061414,105.032043,1
699,96.0,Cà Mau,2019.0,3.0,816.0,77.0,28.6,13.1,257.1,9.061414,105.032043,1
700,96.0,Cà Mau,2019.0,4.0,126.0,77.0,29.9,60.7,245.3,9.061414,105.032043,1
701,96.0,Cà Mau,2019.0,5.0,45.0,82.0,29.5,205.4,190.7,9.061414,105.032043,1
702,96.0,Cà Mau,2019.0,6.0,2.0,85.0,28.5,444.8,110.7,9.061414,105.032043,1
703,96.0,Cà Mau,2019.0,8.0,7.0,86.0,27.6,464.5,133.8,9.061414,105.032043,1
704,96.0,Cà Mau,2019.0,9.0,3.0,84.0,27.9,302.5,130.3,9.061414,105.032043,1
705,96.0,Cà Mau,2019.0,10.0,7.0,85.0,27.9,269.5,121.7,9.061414,105.032043,1
706,96.0,Cà Mau,2019.0,11.0,14.0,80.0,27.8,110.1,157.1,9.061414,105.032043,1
