,Ma_Tinh,Name,Nam,Thang,So_Diem_Chay,Air_Humidity,Air_Temperature,Rainfull,Sunshine,Latitude,Longitude
261,14.0,Sơn La,2017.0,10.0,108.0,80.0,22.0,76.4,132.4,21.328716,103.914528
262,14.0,Sơn La,2017.0,11.0,172.0,81.0,18.5,10.2,137.6,21.328716,103.914528
263,14.0,Sơn La,2017.0,12.0,231.0,80.0,15.0,59.3,142.3,21.328716,103.914528
264,14.0,Sơn La,2018.0,1.0,363.0,77.0,15.7,32.4,129.6,21.328716,103.914528
265,14.0,Sơn La,2018.0,2.0,2573.0,69.0,16.2,2.8,127.1,21.328716,103.914528
266,14.0,Sơn La,2018.0,3.0,7371.0,74.0,20.2,84.0,178.3,21.328716,103.914528
267,14.0,Sơn La,2018.0,4.0,9414.0,77.0,22.7,95.1,200.3,21.328716,103.914528
268,14.0,Sơn La,2018.0,5.0,198.0,81.0,24.7,208.2,231.5,21.328716,103.914528
269,14.0,Sơn La,2018.0,6.0,18.0,85.0,25.1,313.0,125.2,21.328716,103.914528
270,14.0,Sơn La,2018.0,7.0,8.0,86.0,25.5,179.7,155.5,21.328716,103.914528
271,14.0,Sơn La,2018.0,8.0,7.0,86.0,25.0,399.2,134.6,21.328716,103.914528
272,14.0,Sơn La,2018.0,9.0,107.0,79.0,24.9,78.7,188.1,21.328716,103.914528
273,14.0,Sơn La,2018.0,10.0,72.0,78.0,22.6,63.9,190.3,21.328716,103.914528
274,14.0,Sơn La,2018.0,11.0,289.0,78.0,20.1,45.6,220.0,21.328716,103.914528
275,14.0,Sơn La,2018.0,12.0,228.0,79.0,17.0,37.0,140.0,21.328716,103.914528
276,14.0,Sơn La,2019.0,1.0,154.0,80.0,16.5,58.7,103.3,21.328716,103.914528
277,14.0,Sơn La,2019.0,2.0,4884.0,68.0,20.6,10.2,229.3,21.328716,103.914528
278,14.0,Sơn La,2019.0,3.0,12993.0,73.0,22.0,22.6,200.0,21.328716,103.914528
279,14.0,Sơn La,2019.0,4.0,24267.0,65.0,26.0,66.5,261.9,21.328716,103.914528
280,14.0,Sơn La,2019.0,5.0,175.0,75.0,26.8,128.5,234.6,21.328716,103.914528
281,14.0,Sơn La,2019.0,6.0,24.0,80.0,26.8,231.2,187.3,21.328716,103.914528
282,14.0,Sơn La,2019.0,7.0,3.0,86.0,25.9,254.2,147.0,21.328716,103.914528
283,14.0,Sơn La,2019.0,8.0,6.0,85.0,25.6,141.6,198.6,21.328716,103.914528
284,14.0,Sơn La,2019.0,9.0,18.0,80.0,24.1,24.5,212.3,21.328716,103.914528
285,14.0,Sơn La,2019.0,10.0,84.0,79.0,22.8,60.3,203.0,21.328716,103.914528
286,14.0,Sơn La,2019.0,11.0,71.0,80.0,19.7,3.3,185.1,21.328716,103.914528
287,14.0,Sơn La,2019.0,12.0,23.0,73.0,16.0,13.7,227.6,21.328716,103.914528
288,36.0,Nam Định,2011.0,5.0,6.0,81.0,26.6,180.9,160.6,20.25,106.25
289,36.0,Nam Định,2011.0,6.0,4.0,80.0,29.6,212.6,168.8,20.25,106.25
290,36.0,Nam Định,2011.0,7.0,2.0,79.0,29.6,288.4,191.2,20.25,106.25
291,36.0,Nam Định,2011.0,8.0,23.0,82.0,28.9,284.9,180.0,20.25,106.25
292,36.0,Nam Định,2011.0,9.0,5.0,85.0,27.1,477.7,112.7,20.25,106.25
293,36.0,Nam Định,2011.0,10.0,2.0,84.0,23.9,147.4,65.7,20.25,106.25
294,36.0,Nam Định,2011.0,12.0,1.0,72.0,17.0,13.1,67.9,20.25,106.25
295,36.0,Nam Định,2012.0,5.0,6.0,84.0,28.5,177.0,173.4,20.25,106.25
296,36.0,Nam Định,2012.0,6.0,4.0,78.0,30.0,208.5,117.5,20.25,106.25
297,36.0,Nam Định,2012.0,7.0,2.0,80.0,29.7,263.5,175.8,20.25,106.25
298,36.0,Nam Định,2012.0,8.0,23.0,84.0,28.7,328.4,158.9,20.25,106.25
299,36.0,Nam Định,2012.0,9.0,5.0,83.0,27.1,320.2,131.2,20.25,106.25
300,36.0,Nam Định,2012.0,10.0,2.0,80.0,26.1,173.7,112.6,20.25,106.25
301,36.0,Nam Định,2012.0,12.0,1.0,85.0,18.9,35.3,42.7,20.25,106.25
302,36.0,Nam Định,2013.0,5.0,6.0,83.0,28.5,140.9,175.7,20.25,106.25
303,36.0,Nam Định,2013.0,6.0,4.0,79.0,29.3,151.7,167.8,20.25,106.25
304,36.0,Nam Định,2013.0,7.0,2.0,86.0,28.5,423.8,131.7,20.25,106.25
305,36.0,Nam Định,2013.0,8.0,23.0,85.0,28.8,332.7,153.8,20.25,106.25
306,36.0,Nam Định,2013.0,9.0,5.0,88.0,26.4,378.6,90.3,20.25,106.25
307,36.0,Nam Định,2013.0,10.0,2.0,79.0,25.0,115.8,123.9,20.25,106.25
308,36.0,Nam Định,2013.0,12.0,1.0,76.0,15.4,15.0,154.5,20.25,106.25
309,36.0,Nam Định,2014.0,5.0,6.0,81.0,28.6,168.5,191.0,20.25,106.25
310,36.0,Nam Định,2014.0,6.0,4.0,82.0,29.9,218.5,152.0,20.25,106.25
311,36.0,Nam Định,2014.0,7.0,2.0,83.0,29.5,274.4,135.4,20.25,106.25
312,36.0,Nam Định,2014.0,8.0,23.0,85.0,28.6,246.4,112.3,20.25,106.25
313,36.0,Nam Định,2014.0,9.0,5.0,82.0,28.7,288.3,187.1,20.25,106.25
314,36.0,Nam Định,2014.0,10.0,2.0,79.0,26.3,185.5,137.3,20.25,106.25
315,36.0,Nam Định,2014.0,12.0,1.0,75.0,16.9,20.5,83.5,20.25,106.25
316,36.0,Nam Định,2015.0,5.0,6.0,79.0,30.0,88.2,233.7,20.25,106.25
317,36.0,Nam Định,2015.0,6.0,4.0,76.0,30.8,146.0,227.7,20.25,106.25
318,36.0,Nam Định,2015.0,7.0,2.0,76.0,29.5,113.8,136.5,20.25,106.25
319,36.0,Nam Định,2015.0,8.0,23.0,79.0,29.6,271.6,191.8,20.25,106.25
320,36.0,Nam Định,2015.0,9.0,5.0,86.0,28.1,348.6,134.8,20.25,106.25
321,36.0,Nam Định,2015.0,10.0,2.0,79.0,26.3,81.0,147.7,20.25,106.25
322,36.0,Nam Định,2015.0,12.0,1.0,84.0,18.4,42.5,50.4,20.25,106.25
323,36.0,Nam Định,2016.0,5.0,6.0,82.0,28.4,116.7,155.4,20.25,106.25
324,36.0,Nam Định,2016.0,6.0,4.0,77.0,30.7,92.0,221.4,20.25,106.25
325,36.0,Nam Định,2016.0,7.0,2.0,79.0,30.3,296.7,177.5,20.25,106.25
326,36.0,Nam Định,2016.0,8.0,23.0,83.0,29.2,446.2,131.6,20.25,106.25
327,36.0,Nam Định,2016.0,9.0,5.0,82.0,28.5,220.9,118.1,20.25,106.25
328,36.0,Nam Định,2016.0,10.0,2.0,80.0,27.1,78.3,146.9,20.25,106.25
329,36.0,Nam Định,2016.0,12.0,1.0,75.0,20.5,1.9,95.7,20.25,106.25
330,36.0,Nam Định,2017.0,5.0,6.0,82.0,27.1,78.1,154.7,20.25,106.25
331,36.0,Nam Định,2017.0,6.0,4.0,80.0,29.8,251.0,144.4,20.25,106.25
332,36.0,Nam Định,2017.0,7.0,2.0,84.0,28.9,393.0,107.3,20.25,106.25
333,36.0,Nam Định,2017.0,8.0,23.0,85.0,29.1,375.5,125.9,20.25,106.25
334,36.0,Nam Định,2017.0,9.0,5.0,87.0,28.7,388.8,148.1,20.25,106.25
335,36.0,Nam Định,2017.0,10.0,2.0,83.0,25.1,502.2,89.3,20.25,106.25
336,36.0,Nam Định,2017.0,12.0,1.0,77.0,17.5,34.9,79.0,20.25,106.25
337,36.0,Nam Định,2018.0,1.0,3.0,84.0,17.7,14.1,26.2,20.25,106.25
338,36.0,Nam Định,2018.0,2.0,3.0,78.0,17.0,10.7,42.9,20.25,106.25
339,36.0,Nam Định,2018.0,3.0,73.0,85.0,21.8,40.9,93.4,20.25,106.25
340,36.0,Nam Định,2018.0,4.0,46.0,86.0,23.7,102.0,81.2,20.25,106.25
341,36.0,Nam Định,2018.0,5.0,7.0,82.0,28.8,146.9,244.5,20.25,106.25
342,36.0,Nam Định,2018.0,6.0,8.0,75.0,30.4,86.6,174.3,20.25,106.25
343,36.0,Nam Định,2018.0,7.0,28.0,82.0,29.3,510.9,129.0,20.25,106.25
344,36.0,Nam Định,2018.0,8.0,7.0,87.0,28.4,375.3,108.8,20.25,106.25
345,36.0,Nam Định,2018.0,9.0,23.0,82.0,28.1,189.7,144.0,20.25,106.25
346,36.0,Nam Định,2018.0,10.0,9.0,82.0,25.5,225.9,146.3,20.25,106.25
347,36.0,Nam Định,2018.0,11.0,2.0,82.0,23.6,6.0,137.3,20.25,106.25
348,36.0,Nam Định,2018.0,12.0,1.0,85.0,19.1,91.1,103.8,20.25,106.25
349,36.0,Nam Định,2019.0,2.0,2.0,88.0,21.9,17.5,86.8,20.25,106.25
350,36.0,Nam Định,2019.0,3.0,3.0,89.0,22.0,38.6,44.1,20.25,106.25
351,36.0,Nam Định,2019.0,4.0,18.0,87.0,26.7,98.7,106.9,20.25,106.25
352,36.0,Nam Định,2019.0,5.0,10.0,85.0,27.7,159.9,128.5,20.25,106.25
353,36.0,Nam Định,2019.0,6.0,26.0,77.0,31.3,101.3,208.1,20.25,106.25
354,36.0,Nam Định,2019.0,7.0,3.0,77.0,30.8,73.5,176.0,20.25,106.25
355,36.0,Nam Định,2019.0,8.0,7.0,85.0,29.0,421.2,145.3,20.25,106.25
356,36.0,Nam Định,2019.0,9.0,6.0,78.0,28.4,142.8,195.3,20.25,106.25
357,36.0,Nam Định,2019.0,11.0,1.0,80.0,22.8,42.6,128.4,20.25,106.25
358,36.0,Nam Định,2019.0,12.0,2.0,76.0,19.2,1.2,146.4,20.25,106.25
359,46.0,Huế,2011.0,2.0,14.0,91.0,19.4,14.3,101.6,16.4666648,107.59999760000001
360,46.0,Huế,2011.0,3.0,6.0,92.0,18.9,167.4,73.4,16.4666648,107.59999760000001
361,46.0,Huế,2011.0,4.0,8.0,88.0,23.9,72.9,149.9,16.4666648,107.59999760000001
362,46.0,Huế,2011.0,5.0,9.0,84.0,27.1,148.9,218.9,16.4666648,107.59999760000001
363,46.0,Huế,2011.0,6.0,6.0,79.0,28.7,88.1,217.9,16.4666648,107.59999760000001
364,46.0,Huế,2011.0,7.0,4.0,76.0,29.0,16.0,216.9,16.4666648,107.59999760000001
365,46.0,Huế,2011.0,8.0,16.0,81.0,28.4,59.3,204.7,16.4666648,107.59999760000001
366,46.0,Huế,2011.0,9.0,13.0,89.0,26.7,741.5,105.7,16.4666648,107.59999760000001
367,46.0,Huế,2011.0,10.0,1.0,92.0,24.6,1259.5,84.9,16.4666648,107.59999760000001
368,46.0,Huế,2011.0,11.0,8.0,91.0,23.6,842.4,101.0,16.4666648,107.59999760000001
369,46.0,Huế,2012.0,2.0,4.0,91.0,20.0,76.1,62.7,16.4666648,107.59999760000001
370,46.0,Huế,2012.0,3.0,8.0,89.0,22.5,17.4,111.3,16.4666648,107.59999760000001
371,46.0,Huế,2012.0,4.0,11.0,83.0,26.2,51.1,180.1,16.4666648,107.59999760000001
372,46.0,Huế,2012.0,5.0,4.0,80.0,28.4,216.1,240.7,16.4666648,107.59999760000001
373,46.0,Huế,2012.0,6.0,9.0,76.0,29.2,20.4,194.4,16.4666648,107.59999760000001
374,46.0,Huế,2012.0,7.0,8.0,74.0,28.9,25.4,236.3,16.4666648,107.59999760000001
375,46.0,Huế,2012.0,8.0,5.0,74.0,29.0,168.9,231.2,16.4666648,107.59999760000001
376,46.0,Huế,2012.0,9.0,27.0,89.0,26.5,436.1,144.8,16.4666648,107.59999760000001
377,46.0,Huế,2012.0,10.0,20.0,88.0,25.4,409.2,177.8,16.4666648,107.59999760000001
378,46.0,Huế,2012.0,11.0,11.0,90.0,25.0,489.1,146.7,16.4666648,107.59999760000001
379,46.0,Huế,2012.0,12.0,12.0,91.0,22.7,304.3,108.9,16.4666648,107.59999760000001
380,46.0,Huế,2013.0,1.0,1.0,90.0,19.8,47.3,89.4,16.4666648,107.59999760000001
381,46.0,Huế,2013.0,2.0,10.0,90.0,22.9,27.2,143.4,16.4666648,107.59999760000001
382,46.0,Huế,2013.0,3.0,19.0,88.0,24.6,64.1,159.1,16.4666648,107.59999760000001
383,46.0,Huế,2013.0,4.0,12.0,86.0,26.2,25.4,159.6,16.4666648,107.59999760000001
384,46.0,Huế,2013.0,5.0,4.0,79.0,28.7,43.4,261.0,16.4666648,107.59999760000001
385,46.0,Huế,2013.0,6.0,5.0,79.0,28.4,96.0,225.7,16.4666648,107.59999760000001
386,46.0,Huế,2013.0,7.0,5.0,83.0,27.9,117.9,207.0,16.4666648,107.59999760000001
387,46.0,Huế,2013.0,8.0,8.0,80.0,28.3,39.3,181.5,16.4666648,107.59999760000001
388,46.0,Huế,2013.0,9.0,5.0,89.0,26.6,569.0,129.2,16.4666648,107.59999760000001
389,46.0,Huế,2013.0,10.0,9.0,91.0,24.6,517.1,115.5,16.4666648,107.59999760000001
390,46.0,Huế,2013.0,11.0,1.0,93.0,23.6,1089.0,77.0,16.4666648,107.59999760000001
391,46.0,Huế,2014.0,1.0,14.0,90.0,18.7,76.3,108.2,16.4666648,107.59999760000001
392,46.0,Huế,2014.0,2.0,15.0,91.0,20.4,28.6,135.0,16.4666648,107.59999760000001
393,46.0,Huế,2014.0,3.0,13.0,91.0,23.0,16.9,109.1,16.4666648,107.59999760000001
394,46.0,Huế,2014.0,4.0,14.0,85.0,27.2,5.3,195.2,16.4666648,107.59999760000001
395,46.0,Huế,2014.0,5.0,11.0,78.0,29.3,79.5,274.7,16.4666648,107.59999760000001
396,46.0,Huế,2014.0,6.0,1.0,72.0,30.3,6.7,222.2,16.4666648,107.59999760000001
397,46.0,Huế,2014.0,7.0,2.0,80.0,29.0,224.7,232.5,16.4666648,107.59999760000001
398,46.0,Huế,2014.0,8.0,9.0,79.0,28.6,135.6,207.4,16.4666648,107.59999760000001
399,46.0,Huế,2014.0,9.0,12.0,84.0,27.8,44.9,216.0,16.4666648,107.59999760000001
400,46.0,Huế,2014.0,10.0,7.0,90.0,25.2,694.6,147.3,16.4666648,107.59999760000001
401,46.0,Huế,2014.0,11.0,11.0,91.0,24.6,225.0,148.4,16.4666648,107.59999760000001
402,46.0,Huế,2015.0,1.0,7.0,89.0,19.5,71.1,120.1,16.4666648,107.59999760000001
403,46.0,Huế,2015.0,2.0,4.0,90.0,21.8,64.2,135.3,16.4666648,107.59999760000001
404,46.0,Huế,2015.0,3.0,14.0,88.0,25.1,180.5,167.7,16.4666648,107.59999760000001
405,46.0,Huế,2015.0,4.0,10.0,87.0,25.8,151.7,199.1,16.4666648,107.59999760000001
406,46.0,Huế,2015.0,5.0,9.0,77.0,29.5,40.5,287.3,16.4666648,107.59999760000001
407,46.0,Huế,2015.0,6.0,5.0,76.0,29.5,33.8,270.1,16.4666648,107.59999760000001
408,46.0,Huế,2015.0,7.0,4.0,81.0,28.2,69.0,133.9,16.4666648,107.59999760000001
409,46.0,Huế,2015.0,8.0,15.0,80.0,28.9,51.7,256.5,16.4666648,107.59999760000001
410,46.0,Huế,2015.0,9.0,25.0,85.0,28.3,246.6,225.2,16.4666648,107.59999760000001
411,46.0,Huế,2015.0,10.0,30.0,90.0,25.1,457.6,166.2,16.4666648,107.59999760000001
412,46.0,Huế,2015.0,11.0,10.0,90.0,25.4,526.6,170.5,16.4666648,107.59999760000001
413,46.0,Huế,2015.0,12.0,8.0,92.0,21.8,313.0,105.1,16.4666648,107.59999760000001
414,46.0,Huế,2016.0,1.0,2.0,93.0,20.9,124.3,48.9,16.4666648,107.59999760000001
415,46.0,Huế,2016.0,2.0,18.0,90.0,18.3,86.4,66.5,16.4666648,107.59999760000001
416,46.0,Huế,2016.0,3.0,41.0,91.0,22.4,24.8,121.2,16.4666648,107.59999760000001
417,46.0,Huế,2016.0,4.0,70.0,86.0,27.3,26.2,191.6,16.4666648,107.59999760000001
418,46.0,Huế,2016.0,5.0,25.0,82.0,28.5,108.0,218.0,16.4666648,107.59999760000001
419,46.0,Huế,2016.0,6.0,16.0,80.0,29.4,102.4,249.4,16.4666648,107.59999760000001
420,46.0,Huế,2016.0,7.0,14.0,80.0,29.2,84.4,267.7,16.4666648,107.59999760000001
421,46.0,Huế,2016.0,8.0,13.0,80.0,29.2,165.9,198.2,16.4666648,107.59999760000001
422,46.0,Huế,2016.0,9.0,18.0,87.0,27.8,661.9,163.9,16.4666648,107.59999760000001
423,46.0,Huế,2016.0,10.0,22.0,90.0,26.6,618.6,131.5,16.4666648,107.59999760000001
424,46.0,Huế,2016.0,11.0,7.0,91.0,24.6,577.3,76.3,16.4666648,107.59999760000001
425,46.0,Huế,2017.0,3.0,16.0,92.0,23.5,47.3,145.1,16.4666648,107.59999760000001
426,46.0,Huế,2017.0,4.0,75.0,88.0,25.8,30.3,169.8,16.4666648,107.59999760000001
427,46.0,Huế,2017.0,5.0,39.0,86.0,27.5,231.5,179.4,16.4666648,107.59999760000001
428,46.0,Huế,2017.0,6.0,93.0,80.0,29.4,106.4,262.1,16.4666648,107.59999760000001
429,46.0,Huế,2017.0,7.0,28.0,85.0,28.1,359.3,194.5,16.4666648,107.59999760000001
430,46.0,Huế,2017.0,8.0,67.0,82.0,28.8,133.9,238.4,16.4666648,107.59999760000001
431,46.0,Huế,2017.0,9.0,62.0,85.0,28.1,216.5,225.7,16.4666648,107.59999760000001
432,46.0,Huế,2017.0,10.0,38.0,90.0,25.2,384.5,98.1,16.4666648,107.59999760000001
433,46.0,Huế,2017.0,11.0,14.0,94.0,22.8,1773.0,63.7,16.4666648,107.59999760000001
434,46.0,Huế,2018.0,1.0,23.0,92.0,20.3,160.3,42.3,16.4666648,107.59999760000001
435,46.0,Huế,2018.0,2.0,195.0,90.0,19.2,47.9,88.2,16.4666648,107.59999760000001
436,46.0,Huế,2018.0,3.0,539.0,88.0,23.0,20.8,156.0,16.4666648,107.59999760000001
437,46.0,Huế,2018.0,4.0,549.0,87.0,24.7,208.1,179.0,16.4666648,107.59999760000001
438,46.0,Huế,2018.0,5.0,90.0,82.0,28.2,24.2,279.0,16.4666648,107.59999760000001
439,46.0,Huế,2018.0,6.0,22.0,80.0,29.1,161.9,191.3,16.4666648,107.59999760000001
440,46.0,Huế,2018.0,7.0,15.0,84.0,28.4,158.1,162.8,16.4666648,107.59999760000001
441,46.0,Huế,2018.0,8.0,76.0,81.0,28.7,22.5,188.0,16.4666648,107.59999760000001
442,46.0,Huế,2018.0,9.0,119.0,85.0,27.7,216.7,232.9,16.4666648,107.59999760000001
443,46.0,Huế,2018.0,10.0,91.0,88.0,25.6,267.2,224.1,16.4666648,107.59999760000001
444,46.0,Huế,2018.0,11.0,60.0,91.0,24.1,484.5,132.3,16.4666648,107.59999760000001
445,46.0,Huế,2018.0,12.0,20.0,93.0,22.4,745.1,77.8,16.4666648,107.59999760000001
446,46.0,Huế,2019.0,1.0,18.0,94.0,20.4,215.2,81.0,16.4666648,107.59999760000001
447,46.0,Huế,2019.0,2.0,642.0,89.0,24.1,0.1,203.9,16.4666648,107.59999760000001
448,46.0,Huế,2019.0,3.0,795.0,89.0,25.5,8.6,157.6,16.4666648,107.59999760000001
449,46.0,Huế,2019.0,4.0,498.0,81.0,28.7,0.7,229.8,16.4666648,107.59999760000001
450,46.0,Huế,2019.0,5.0,122.0,82.0,29.0,125.1,236.0,16.4666648,107.59999760000001
451,46.0,Huế,2019.0,6.0,59.0,74.0,31.1,4.5,293.3,16.4666648,107.59999760000001
452,46.0,Huế,2019.0,7.0,21.0,75.0,29.9,80.7,231.4,16.4666648,107.59999760000001
453,46.0,Huế,2019.0,8.0,25.0,76.0,29.6,213.6,166.0,16.4666648,107.59999760000001
454,46.0,Huế,2019.0,9.0,57.0,89.0,26.8,584.5,147.3,16.4666648,107.59999760000001
455,46.0,Huế,2019.0,10.0,164.0,89.0,26.0,333.3,225.8,16.4666648,107.59999760000001
456,46.0,Huế,2019.0,11.0,35.0,91.0,23.8,376.6,118.8,16.4666648,107.59999760000001
457,46.0,Huế,2019.0,12.0,30.0,90.0,21.4,41.7,99.1,16.4666648,107.59999760000001
458,48.0,Đà Nẵng,2011.0,6.0,9.0,74.0,29.3,100.5,222.9,16.031944,108.220556
459,48.0,Đà Nẵng,2011.0,7.0,6.0,70.0,29.7,12.8,232.8,16.031944,108.220556
460,48.0,Đà Nẵng,2011.0,8.0,13.0,75.0,29.2,139.1,231.1,16.031944,108.220556
461,48.0,Đà Nẵng,2011.0,9.0,31.0,87.0,26.9,812.1,105.5,16.031944,108.220556
462,48.0,Đà Nẵng,2011.0,10.0,8.0,86.0,25.6,791.3,107.7,16.031944,108.220556
463,48.0,Đà Nẵng,2011.0,11.0,1.0,85.0,24.6,1218.0,115.3,16.031944,108.220556
464,48.0,Đà Nẵng,2011.0,12.0,1.0,88.0,20.8,339.2,18.1,16.031944,108.220556
465,48.0,Đà Nẵng,2012.0,6.0,9.0,69.0,30.6,46.1,183.5,16.031944,108.220556
466,48.0,Đà Nẵng,2012.0,7.0,6.0,72.0,29.5,32.0,242.0,16.031944,108.220556
467,48.0,Đà Nẵng,2012.0,8.0,13.0,72.0,29.7,180.5,219.4,16.031944,108.220556
468,48.0,Đà Nẵng,2012.0,9.0,31.0,85.0,27.4,581.7,168.5,16.031944,108.220556
469,48.0,Đà Nẵng,2012.0,10.0,8.0,83.0,26.3,367.5,162.5,16.031944,108.220556
470,48.0,Đà Nẵng,2012.0,11.0,1.0,86.0,26.0,302.4,156.2,16.031944,108.220556
471,48.0,Đà Nẵng,2012.0,12.0,1.0,84.0,24.5,59.5,132.5,16.031944,108.220556
472,48.0,Đà Nẵng,2013.0,6.0,9.0,72.0,29.6,25.2,237.4,16.031944,108.220556
473,48.0,Đà Nẵng,2013.0,7.0,6.0,79.0,28.6,131.5,214.5,16.031944,108.220556
474,48.0,Đà Nẵng,2013.0,8.0,13.0,77.0,29.3,80.7,164.0,16.031944,108.220556
475,48.0,Đà Nẵng,2013.0,9.0,31.0,85.0,27.1,750.8,145.3,16.031944,108.220556
476,48.0,Đà Nẵng,2013.0,10.0,8.0,83.0,26.0,369.4,136.5,16.031944,108.220556
477,48.0,Đà Nẵng,2013.0,11.0,1.0,85.0,25.2,760.3,110.8,16.031944,108.220556
478,48.0,Đà Nẵng,2013.0,12.0,1.0,80.0,20.8,34.4,51.1,16.031944,108.220556
479,48.0,Đà Nẵng,2014.0,6.0,9.0,70.0,30.8,82.4,224.0,16.031944,108.220556
480,48.0,Đà Nẵng,2014.0,7.0,6.0,78.0,29.3,183.6,231.1,16.031944,108.220556
481,48.0,Đà Nẵng,2014.0,8.0,13.0,75.0,29.3,180.8,220.7,16.031944,108.220556
482,48.0,Đà Nẵng,2014.0,9.0,31.0,80.0,28.7,111.5,225.2,16.031944,108.220556
483,48.0,Đà Nẵng,2014.0,10.0,8.0,84.0,26.4,819.4,166.0,16.031944,108.220556
484,48.0,Đà Nẵng,2014.0,11.0,1.0,85.0,25.9,288.1,148.9,16.031944,108.220556
485,48.0,Đà Nẵng,2014.0,12.0,1.0,89.0,21.7,399.1,28.2,16.031944,108.220556
486,48.0,Đà Nẵng,2015.0,6.0,9.0,75.0,29.8,24.8,264.4,16.031944,108.220556
487,48.0,Đà Nẵng,2015.0,7.0,6.0,73.0,29.6,36.8,143.7,16.031944,108.220556
488,48.0,Đà Nẵng,2015.0,8.0,13.0,78.0,29.2,190.9,262.2,16.031944,108.220556
489,48.0,Đà Nẵng,2015.0,9.0,31.0,80.0,28.8,416.0,240.0,16.031944,108.220556
490,48.0,Đà Nẵng,2015.0,10.0,8.0,82.0,26.6,356.1,192.8,16.031944,108.220556
491,48.0,Đà Nẵng,2015.0,11.0,1.0,84.0,26.7,328.2,172.9,16.031944,108.220556
492,48.0,Đà Nẵng,2015.0,12.0,1.0,86.0,23.9,179.8,136.3,16.031944,108.220556
493,48.0,Đà Nẵng,2016.0,6.0,9.0,74.0,30.1,47.0,263.1,16.031944,108.220556
494,48.0,Đà Nẵng,2016.0,7.0,6.0,75.0,29.8,54.3,288.2,16.031944,108.220556
495,48.0,Đà Nẵng,2016.0,8.0,13.0,76.0,30.2,145.0,224.5,16.031944,108.220556
496,48.0,Đà Nẵng,2016.0,9.0,31.0,82.0,28.6,783.3,189.9,16.031944,108.220556
497,48.0,Đà Nẵng,2016.0,10.0,8.0,83.0,27.5,411.2,170.6,16.031944,108.220556
498,48.0,Đà Nẵng,2016.0,11.0,1.0,85.0,25.8,336.8,111.4,16.031944,108.220556
499,48.0,Đà Nẵng,2016.0,12.0,1.0,89.0,23.2,758.7,39.7,16.031944,108.220556
500,48.0,Đà Nẵng,2017.0,6.0,9.0,74.0,30.3,33.6,288.3,16.031944,108.220556
501,48.0,Đà Nẵng,2017.0,7.0,6.0,80.0,28.6,248.2,188.1,16.031944,108.220556
502,48.0,Đà Nẵng,2017.0,8.0,13.0,77.0,29.7,178.7,254.5,16.031944,108.220556
503,48.0,Đà Nẵng,2017.0,9.0,31.0,79.0,28.9,198.0,243.9,16.031944,108.220556
504,48.0,Đà Nẵng,2017.0,10.0,8.0,83.0,26.7,363.5,133.0,16.031944,108.220556
505,48.0,Đà Nẵng,2017.0,11.0,1.0,89.0,24.9,776.6,83.2,16.031944,108.220556
506,48.0,Đà Nẵng,2017.0,12.0,1.0,84.0,22.2,163.5,53.5,16.031944,108.220556
507,48.0,Đà Nẵng,2018.0,1.0,5.0,86.0,22.3,22.8,56.3,16.031944,108.220556
508,48.0,Đà Nẵng,2018.0,2.0,83.0,81.0,21.5,11.9,138.3,16.031944,108.220556
509,48.0,Đà Nẵng,2018.0,3.0,116.0,82.0,24.2,30.3,162.8,16.031944,108.220556
510,48.0,Đà Nẵng,2018.0,4.0,126.0,82.0,25.9,146.1,220.0,16.031944,108.220556
511,48.0,Đà Nẵng,2018.0,5.0,3.0,79.0,28.9,5.2,283.0,16.031944,108.220556
512,48.0,Đà Nẵng,2018.0,6.0,8.0,74.0,29.8,150.7,181.9,16.031944,108.220556
513,48.0,Đà Nẵng,2018.0,7.0,15.0,75.0,29.6,184.4,169.3,16.031944,108.220556
514,48.0,Đà Nẵng,2018.0,8.0,16.0,72.0,30.1,55.4,172.2,16.031944,108.220556
515,48.0,Đà Nẵng,2018.0,9.0,33.0,77.0,28.9,139.6,248.0,16.031944,108.220556
516,48.0,Đà Nẵng,2018.0,10.0,54.0,79.0,27.0,253.4,206.7,16.031944,108.220556
517,48.0,Đà Nẵng,2018.0,11.0,4.0,82.0,25.8,260.6,143.8,16.031944,108.220556
518,48.0,Đà Nẵng,2018.0,12.0,1.0,87.0,24.2,1278.7,80.9,16.031944,108.220556
519,48.0,Đà Nẵng,2019.0,1.0,3.0,86.0,22.4,270.3,103.4,16.031944,108.220556
520,48.0,Đà Nẵng,2019.0,2.0,172.0,82.0,25.0,1.4,224.0,16.031944,108.220556
521,48.0,Đà Nẵng,2019.0,3.0,117.0,82.0,26.3,34.4,191.0,16.031944,108.220556
522,48.0,Đà Nẵng,2019.0,5.0,16.0,74.0,29.8,53.0,258.0,16.031944,108.220556
523,48.0,Đà Nẵng,2019.0,6.0,24.0,70.0,31.4,11.2,280.1,16.031944,108.220556
524,48.0,Đà Nẵng,2019.0,7.0,5.0,69.0,30.9,65.1,228.8,16.031944,108.220556
525,48.0,Đà Nẵng,2019.0,8.0,20.0,71.0,30.2,174.0,193.7,16.031944,108.220556
526,48.0,Đà Nẵng,2019.0,9.0,13.0,80.0,27.9,307.7,163.9,16.031944,108.220556
527,48.0,Đà Nẵng,2019.0,10.0,34.0,81.0,27.1,637.8,212.8,16.031944,108.220556
