,Ma_Tinh,Thang,So_Diem_Chay,Nam
429,10,10,27,2017
430,10,11,41,2017
431,10,12,48,2017
432,10,1,42,2018
433,10,2,250,2018
434,10,3,845,2018
435,10,4,234,2018
436,10,5,32,2018
437,10,6,8,2018
438,10,7,20,2018
439,10,8,5,2018
440,10,9,9,2018
441,10,10,3,2018
442,10,11,76,2018
443,10,12,130,2018
444,10,1,7,2019
445,10,2,644,2019
446,10,3,505,2019
447,10,4,813,2019
448,10,5,29,2019
449,10,6,11,2019
450,10,7,2,2019
451,10,8,5,2019
452,10,9,24,2019
453,10,10,20,2019
454,10,11,26,2019
455,10,12,3,2019
456,10,1,20,2020
457,10,2,160,2020
458,10,3,30,2020
459,10,5,37,2020
460,10,6,7,2020
461,11,1,7,2011
462,11,2,142,2011
463,11,3,70,2011
464,11,4,200,2011
465,11,5,28,2011
466,11,10,20,2011
467,11,11,72,2011
468,11,12,39,2011
469,11,1,67,2012
470,11,2,435,2012
471,11,3,676,2012
472,11,4,303,2012
473,11,5,24,2012
474,11,8,1,2012
475,11,10,16,2012
476,11,11,22,2012
477,11,12,23,2012
478,11,1,18,2013
479,11,2,48,2013
480,11,3,483,2013
481,11,4,313,2013
482,11,5,4,2013
483,11,9,5,2013
484,11,10,10,2013
485,11,11,67,2013
486,11,12,48,2013
487,11,1,103,2014
488,11,2,407,2014
489,11,3,783,2014
490,11,4,331,2014
491,11,5,5,2014
492,11,9,3,2014
493,11,10,10,2014
494,11,11,36,2014
495,11,12,28,2014
496,11,1,47,2015
497,11,2,89,2015
498,11,3,376,2015
499,11,4,360,2015
500,11,5,100,2015
501,11,10,15,2015
502,11,11,24,2015
503,11,12,2,2015
504,11,1,20,2016
505,11,2,78,2016
506,11,3,424,2016
507,11,4,554,2016
508,11,1,15,2017
509,11,2,325,2017
510,11,3,781,2017
511,11,4,830,2017
512,11,5,133,2017
513,11,6,11,2017
514,11,7,1,2017
515,11,8,2,2017
516,11,9,49,2017
517,11,10,210,2017
518,11,11,376,2017
519,11,12,248,2017
520,11,1,457,2018
521,11,2,5184,2018
522,11,3,8681,2018
523,11,4,13584,2018
524,11,5,274,2018
525,11,6,1,2018
526,11,8,2,2018
527,11,9,58,2018
528,11,10,81,2018
529,11,11,617,2018
530,11,12,342,2018
531,11,1,180,2019
532,11,2,8893,2019
533,11,3,23557,2019
534,11,4,25464,2019
535,11,5,474,2019
536,11,6,1,2019
537,11,8,1,2019
538,11,9,38,2019
539,11,10,135,2019
540,11,11,188,2019
541,11,12,43,2019
542,11,1,345,2020
543,11,2,2153,2020
544,11,3,874,2020
545,11,4,230,2020
546,11,5,88,2020
547,11,6,3,2020
548,12,1,5,2011
549,12,2,51,2011
550,12,3,32,2011
551,12,4,96,2011
552,12,5,13,2011
553,12,9,2,2011
554,12,10,8,2011
555,12,11,14,2011
556,12,12,6,2011
557,12,1,42,2012
558,12,2,279,2012
559,12,3,488,2012
560,12,4,227,2012
561,12,5,52,2012
562,12,10,6,2012
563,12,12,8,2012
564,12,1,4,2013
565,12,2,10,2013
566,12,3,182,2013
567,12,4,128,2013
568,12,5,11,2013
569,12,6,1,2013
570,12,8,3,2013
571,12,9,2,2013
572,12,10,14,2013
573,12,11,19,2013
574,12,12,20,2013
575,12,1,46,2014
576,12,2,268,2014
577,12,3,618,2014
578,12,4,132,2014
579,12,5,4,2014
580,12,10,1,2014
581,12,11,3,2014
582,12,12,6,2014
583,12,1,10,2015
584,12,2,29,2015
585,12,3,175,2015
586,12,4,75,2015
587,12,5,78,2015
588,12,10,3,2015
589,12,11,2,2015
590,12,1,6,2016
591,12,2,20,2016
592,12,3,183,2016
593,12,4,188,2016
594,12,1,1,2017
595,12,2,111,2017
596,12,3,327,2017
597,12,4,347,2017
598,12,5,156,2017
599,12,6,28,2017
600,12,7,4,2017
601,12,8,3,2017
602,12,9,43,2017
603,12,10,64,2017
604,12,11,89,2017
605,12,12,95,2017
606,12,1,129,2018
607,12,2,1623,2018
608,12,3,3455,2018
609,12,4,3407,2018
610,12,5,143,2018
611,12,6,2,2018
612,12,7,1,2018
613,12,8,4,2018
614,12,9,15,2018
615,12,10,22,2018
616,12,11,162,2018
617,12,12,186,2018
618,12,1,51,2019
619,12,2,3420,2019
620,12,3,7769,2019
621,12,4,10830,2019
622,12,5,526,2019
623,12,6,1,2019
624,12,7,1,2019
625,12,8,5,2019
626,12,9,16,2019
627,12,10,29,2019
628,12,11,31,2019
629,12,12,7,2019
630,12,1,83,2020
631,12,2,325,2020
632,12,3,272,2020
633,12,4,96,2020
634,12,5,117,2020
635,14,1,5,2011
636,14,2,93,2011
637,14,3,43,2011
638,14,4,98,2011
639,14,5,25,2011
640,14,6,5,2011
641,14,7,4,2011
642,14,8,1,2011
643,14,11,20,2011
644,14,12,32,2011
645,14,1,20,2012
646,14,2,324,2012
647,14,3,469,2012
648,14,4,173,2012
649,14,5,37,2012
650,14,8,2,2012
651,14,10,6,2012
652,14,11,2,2012
653,14,12,22,2012
654,14,1,10,2013
655,14,2,29,2013
656,14,3,328,2013
657,14,4,60,2013
658,14,5,19,2013
659,14,6,2,2013
660,14,9,1,2013
661,14,10,4,2013
662,14,11,4,2013
663,14,12,43,2013
664,14,1,83,2014
665,14,2,259,2014
666,14,3,487,2014
667,14,4,100,2014
668,14,5,22,2014
669,14,6,3,2014
670,14,10,2,2014
671,14,11,10,2014
672,14,12,8,2014
673,14,1,55,2015
674,14,2,115,2015
675,14,3,293,2015
676,14,4,202,2015
677,14,5,39,2015
678,14,6,1,2015
679,14,10,4,2015
680,14,11,2,2015
681,14,12,1,2015
682,14,1,8,2016
683,14,2,91,2016
684,14,3,492,2016
685,14,4,336,2016
686,14,12,1,2016
687,14,1,3,2017
688,14,2,141,2017
689,14,3,452,2017
690,14,4,373,2017
691,14,5,254,2017
692,14,6,15,2017
693,14,7,11,2017
694,14,8,5,2017
695,14,9,78,2017
696,14,10,108,2017
697,14,11,172,2017
698,14,12,231,2017
699,14,1,363,2018
700,14,2,2573,2018
701,14,3,7371,2018
702,14,4,9414,2018
703,14,5,198,2018
704,14,6,18,2018
705,14,7,8,2018
706,14,8,7,2018
707,14,9,107,2018
708,14,10,72,2018
709,14,11,289,2018
710,14,12,228,2018
711,14,1,154,2019
712,14,2,4884,2019
713,14,3,12993,2019
714,14,4,24267,2019
715,14,5,175,2019
716,14,6,24,2019
717,14,7,3,2019
718,14,8,6,2019
719,14,9,18,2019
720,14,10,84,2019
721,14,11,71,2019
722,14,12,23,2019
723,14,1,235,2020
724,14,2,1715,2020
725,14,3,448,2020
726,14,4,108,2020
727,14,5,251,2020
728,14,6,3,2020
729,15,1,2,2011
730,15,2,16,2011
731,15,4,1,2011
732,15,5,8,2011
733,15,7,1,2011
734,15,8,3,2011
735,15,11,6,2011
736,15,12,5,2011
737,15,1,1,2012
738,15,2,12,2012
739,15,3,28,2012
740,15,4,17,2012
741,15,5,17,2012
742,15,6,7,2012
743,15,8,1,2012
744,15,10,4,2012
745,15,11,1,2012
746,15,12,3,2012
747,15,2,1,2013
748,15,3,27,2013
749,15,4,4,2013
750,15,6,13,2013
751,15,10,2,2013
752,15,11,4,2013
753,15,12,32,2013
754,15,1,26,2014
755,15,2,24,2014
756,15,3,40,2014
757,15,4,4,2014
758,15,5,13,2014
759,15,6,1,2014
760,15,11,3,2014
761,15,12,11,2014
762,15,1,13,2015
763,15,2,11,2015
764,15,3,35,2015
765,15,4,21,2015
766,15,5,19,2015
767,15,6,4,2015
768,15,7,2,2015
769,15,9,1,2015
770,15,10,3,2015
771,15,11,6,2015
772,15,12,2,2015
773,15,1,7,2016
774,15,2,20,2016
775,15,3,36,2016
776,15,4,22,2016
777,15,12,2,2016
778,15,1,3,2017
779,15,2,25,2017
780,15,3,13,2017
781,15,4,19,2017
782,15,5,39,2017
783,15,6,26,2017
784,15,7,9,2017
785,15,8,1,2017
786,15,9,17,2017
787,15,10,48,2017
788,15,11,44,2017
789,15,12,59,2017
790,15,1,43,2018
791,15,2,330,2018
792,15,3,267,2018
793,15,4,180,2018
794,15,5,18,2018
795,15,6,24,2018
796,15,7,13,2018
797,15,9,44,2018
798,15,10,27,2018
799,15,11,147,2018
800,15,12,137,2018
801,15,1,5,2019
802,15,2,465,2019
803,15,3,399,2019
804,15,4,1181,2019
805,15,5,29,2019
806,15,6,5,2019
807,15,8,3,2019
808,15,9,14,2019
809,15,10,39,2019
810,15,11,45,2019
811,15,12,4,2019
812,15,1,17,2020
813,15,2,86,2020
814,15,3,7,2020
815,15,4,2,2020
816,15,5,52,2020
817,15,6,7,2020
818,17,1,1,2011
819,17,2,7,2011
820,17,3,9,2011
821,17,4,5,2011
822,17,5,6,2011
823,17,7,1,2011
824,17,8,1,2011
825,17,11,1,2011
826,17,12,5,2011
827,17,2,2,2012
828,17,3,6,2012
829,17,4,18,2012
830,17,5,8,2012
831,17,10,1,2012
832,17,11,4,2012
833,17,1,2,2013
834,17,2,3,2013
835,17,3,14,2013
836,17,4,8,2013
837,17,5,5,2013
838,17,8,1,2013
839,17,10,2,2013
840,17,11,2,2013
841,17,12,15,2013
842,17,1,30,2014
843,17,2,4,2014
844,17,3,12,2014
845,17,4,7,2014
846,17,5,5,2014
847,17,6,10,2014
848,17,10,1,2014
849,17,11,3,2014
850,17,12,6,2014
851,17,1,12,2015
852,17,2,17,2015
853,17,3,9,2015
854,17,4,33,2015
855,17,5,13,2015
856,17,6,6,2015
857,17,7,1,2015
858,17,8,1,2015
859,17,9,3,2015
860,17,10,3,2015
861,17,11,1,2015
862,17,12,7,2015
863,17,1,4,2016
864,17,2,35,2016
865,17,3,13,2016
866,17,4,29,2016
867,17,5,16,2016
868,17,6,14,2016
869,17,7,1,2016
870,17,10,1,2016
871,17,11,13,2016
872,17,12,15,2016
873,17,2,18,2017
874,17,3,9,2017
875,17,4,67,2017
876,17,5,54,2017
877,17,6,33,2017
878,17,7,7,2017
879,17,8,8,2017
880,17,9,14,2017
881,17,10,4,2017
882,17,11,18,2017
883,17,12,14,2017
884,17,1,26,2018
885,17,2,154,2018
886,17,3,329,2018
887,17,4,424,2018
888,17,5,63,2018
889,17,6,17,2018
890,17,7,63,2018
891,17,8,2,2018
892,17,9,60,2018
893,17,10,26,2018
894,17,11,36,2018
895,17,12,25,2018
896,17,1,11,2019
897,17,2,93,2019
898,17,3,249,2019
899,17,4,722,2019
900,17,5,47,2019
901,17,6,9,2019
902,17,7,3,2019
903,17,8,5,2019
904,17,9,22,2019
905,17,10,45,2019
906,17,11,32,2019
907,17,12,5,2019
908,17,1,19,2020
909,17,2,232,2020
910,17,3,10,2020
911,17,4,10,2020
912,17,5,43,2020
913,17,6,14,2020
914,17,8,1,2020
915,19,2,1,2011
916,19,4,2,2011
917,19,5,12,2011
918,19,6,1,2011
919,19,11,5,2011
920,19,12,6,2011
921,19,2,2,2012
922,19,3,1,2012
923,19,4,20,2012
924,19,5,6,2012
925,19,6,2,2012
926,19,11,1,2012
927,19,12,1,2012
928,19,3,19,2013
929,19,4,1,2013
930,19,5,1,2013
931,19,6,6,2013
932,19,7,1,2013
933,19,9,1,2013
934,19,11,1,2013
935,19,12,12,2013
936,19,1,20,2014
937,19,5,2,2014
938,19,10,1,2014
939,19,12,7,2014
940,19,1,4,2015
941,19,2,2,2015
942,19,4,17,2015
943,19,5,12,2015
944,19,6,3,2015
945,19,10,3,2015
946,19,11,1,2015
947,19,1,1,2016
948,19,2,72,2016
949,19,3,8,2016
950,19,4,44,2016
951,19,5,21,2016
952,19,6,23,2016
953,19,7,1,2016
954,19,8,1,2016
955,19,9,7,2016
956,19,10,1,2016
957,19,12,15,2016
958,19,1,8,2017
959,19,2,30,2017
960,19,3,7,2017
961,19,4,43,2017
962,19,5,86,2017
963,19,6,14,2017
964,19,7,39,2017
965,19,8,10,2017
966,19,9,12,2017
967,19,10,44,2017
968,19,11,26,2017
969,19,12,38,2017
970,19,1,18,2018
971,19,2,102,2018
972,19,3,411,2018
973,19,4,322,2018
974,19,5,76,2018
975,19,6,25,2018
976,19,7,38,2018
977,19,8,7,2018
978,19,9,50,2018
979,19,10,44,2018
980,19,11,58,2018
981,19,12,35,2018
982,19,1,17,2019
983,19,2,102,2019
984,19,3,179,2019
985,19,4,503,2019
986,19,5,64,2019
987,19,6,11,2019
988,19,7,2,2019
989,19,8,15,2019
990,19,9,22,2019
991,19,10,31,2019
992,19,11,32,2019
993,19,12,2,2019
994,19,1,21,2020
995,19,2,76,2020
996,19,3,3,2020
997,19,4,4,2020
998,19,5,20,2020
999,19,6,15,2020
1000,20,1,3,2011
1001,20,2,1,2011
1002,20,3,5,2011
1003,20,4,6,2011
1004,20,5,10,2011
1005,20,6,1,2011
1006,20,7,5,2011
1007,20,8,2,2011
1008,20,11,1,2011
1009,20,12,18,2011
1010,20,3,2,2012
1011,20,4,28,2012
1012,20,5,15,2012
1013,20,6,1,2012
1014,20,7,2,2012
1015,20,8,3,2012
1016,20,9,3,2012
1017,20,10,2,2012
1018,20,11,1,2012
1019,20,12,2,2012
1020,20,3,46,2013
1021,20,4,14,2013
1022,20,5,3,2013
1023,20,6,5,2013
1024,20,9,1,2013
1025,20,10,5,2013
1026,20,11,1,2013
1027,20,12,33,2013
1028,20,1,62,2014
1029,20,2,11,2014
1030,20,5,25,2014
1031,20,6,4,2014
1032,20,10,5,2014
1033,20,11,3,2014
1034,20,12,20,2014
1035,20,1,22,2015
1036,20,2,42,2015
1037,20,3,2,2015
1038,20,4,44,2015
1039,20,5,11,2015
1040,20,6,3,2015
1041,20,7,3,2015
1042,20,8,2,2015
1043,20,10,3,2015
1044,20,12,2,2015
1045,20,1,2,2016
1046,20,2,61,2016
1047,20,3,12,2016
1048,20,4,51,2016
1049,20,12,10,2016
1050,20,1,19,2017
1051,20,2,128,2017
1052,20,3,12,2017
1053,20,4,68,2017
1054,20,5,100,2017
1055,20,6,34,2017
1056,20,7,15,2017
1057,20,8,5,2017
1058,20,9,19,2017
1059,20,10,68,2017
1060,20,11,21,2017
1061,20,12,101,2017
1062,20,1,65,2018
1063,20,2,1428,2018
1064,20,3,1585,2018
1065,20,4,526,2018
1066,20,5,110,2018
1067,20,6,31,2018
1068,20,7,21,2018
1069,20,8,5,2018
1070,20,9,78,2018
1071,20,10,70,2018
1072,20,11,103,2018
1073,20,12,73,2018
1074,20,1,22,2019
1075,20,2,891,2019
1076,20,3,235,2019
1077,20,4,1399,2019
1078,20,5,72,2019
1079,20,6,9,2019
1080,20,7,4,2019
1081,20,8,2,2019
1082,20,9,20,2019
1083,20,10,20,2019
1084,20,11,81,2019
1085,20,12,31,2019
1086,20,1,37,2020
1087,20,2,186,2020
1088,20,3,5,2020
1089,20,4,49,2020
1090,20,5,67,2020
1091,20,6,12,2020
1092,22,1,11,2011
1093,22,2,18,2011
1094,22,3,2,2011
1095,22,4,23,2011
1096,22,5,43,2011
1097,22,6,6,2011
1098,22,7,31,2011
1099,22,8,10,2011
1100,22,9,4,2011
1101,22,10,8,2011
1102,22,11,2,2011
1103,22,12,32,2011
1104,22,1,1,2012
1105,22,2,2,2012
1106,22,3,3,2012
1107,22,4,80,2012
1108,22,5,79,2012
1109,22,6,12,2012
1110,22,7,4,2012
1111,22,8,5,2012
1112,22,9,3,2012
1113,22,10,3,2012
1114,22,11,1,2012
1115,22,12,1,2012
1116,22,1,8,2013
1117,22,3,88,2013
1118,22,4,7,2013
1119,22,5,26,2013
1120,22,6,44,2013
1121,22,8,2,2013
1122,22,10,18,2013
1123,22,11,2,2013
1124,22,12,83,2013
1125,22,1,145,2014
1126,22,2,8,2014
1127,22,4,4,2014
1128,22,5,96,2014
1129,22,6,3,2014
1130,22,7,2,2014
1131,22,9,10,2014
1132,22,10,7,2014
1133,22,12,31,2014
1134,22,1,87,2015
1135,22,2,17,2015
1136,22,3,4,2015
1137,22,4,92,2015
1138,22,5,44,2015
1139,22,6,14,2015
1140,22,7,5,2015
1141,22,8,1,2015
1142,22,9,1,2015
1143,22,10,7,2015
1144,22,11,2,2015
1145,22,12,6,2015
1146,22,1,5,2016
1147,22,2,82,2016
1148,22,3,1,2016
1149,22,4,71,2016
1150,22,12,7,2016
1151,22,1,52,2017
1152,22,2,224,2017
1153,22,3,4,2017
1154,22,4,119,2017
1155,22,5,237,2017
1156,22,6,85,2017
1157,22,7,46,2017
1158,22,8,23,2017
1159,22,9,29,2017
1160,22,10,48,2017
1161,22,11,37,2017
1162,22,12,70,2017
1163,22,1,69,2018
1164,22,2,687,2018
1165,22,3,1701,2018
1166,22,4,708,2018
1167,22,5,248,2018
1168,22,6,85,2018
1169,22,7,58,2018
1170,22,8,20,2018
1171,22,9,105,2018
1172,22,10,69,2018
1173,22,11,60,2018
1174,22,12,37,2018
1175,22,1,96,2019
1176,22,2,474,2019
1177,22,3,365,2019
1178,22,4,1577,2019
1179,22,5,127,2019
1180,22,6,26,2019
1181,22,7,10,2019
1182,22,8,16,2019
1183,22,9,67,2019
1184,22,10,74,2019
1185,22,11,56,2019
1186,22,12,65,2019
1187,22,1,210,2020
1188,22,2,486,2020
1189,22,3,12,2020
1190,22,4,112,2020
1191,22,5,139,2020
1192,22,6,31,2020
1193,22,7,2,2020
1194,24,1,1,2011
1195,24,2,1,2011
1196,24,5,13,2011
1197,24,6,9,2011
1198,24,7,4,2011
1199,24,10,2,2011
1200,24,11,1,2011
1201,24,12,8,2011
1202,24,2,1,2012
1203,24,4,11,2012
1204,24,5,6,2012
1205,24,6,5,2012
1206,24,8,1,2012
1207,24,9,1,2012
1208,24,10,1,2012
1209,24,11,1,2012
1210,24,3,5,2013
1211,24,4,1,2013
1212,24,5,5,2013
1213,24,6,8,2013
1214,24,9,1,2013
1215,24,10,2,2013
1216,24,12,10,2013
1217,24,1,14,2014
1218,24,3,1,2014
1219,24,4,4,2014
1220,24,5,20,2014
1221,24,10,1,2014
1222,24,11,4,2014
1223,24,12,7,2014
1224,24,1,6,2015
1225,24,3,3,2015
1226,24,4,18,2015
1227,24,5,25,2015
1228,24,6,3,2015
1229,24,7,1,2015
1230,24,8,1,2015
1231,24,10,2,2015
1232,24,11,1,2015
1233,24,1,2,2016
1234,24,2,55,2016
1235,24,3,3,2016
1236,24,4,39,2016
1237,24,5,16,2016
1238,24,6,11,2016
1239,24,7,4,2016
1240,24,9,5,2016
1241,24,10,3,2016
1242,24,11,6,2016
1243,24,12,26,2016
1244,24,1,11,2017
1245,24,2,62,2017
1246,24,3,9,2017
1247,24,4,58,2017
1248,24,5,76,2017
1249,24,6,79,2017
1250,24,7,47,2017
1251,24,8,33,2017
1252,24,9,14,2017
1253,24,10,36,2017
1254,24,11,19,2017
1255,24,12,31,2017
1256,24,1,52,2018
1257,24,2,160,2018
1258,24,3,440,2018
1259,24,4,217,2018
1260,24,5,64,2018
1261,24,6,32,2018
1262,24,7,33,2018
1263,24,8,7,2018
1264,24,9,80,2018
1265,24,10,43,2018
1266,24,11,55,2018
1267,24,12,21,2018
1268,24,1,23,2019
1269,24,2,70,2019
1270,24,3,248,2019
1271,24,4,228,2019
1272,24,5,31,2019
1273,24,6,1,2019
1274,24,7,7,2019
1275,24,8,13,2019
1276,24,9,47,2019
1277,24,10,35,2019
1278,24,11,36,2019
1279,24,12,15,2019
1280,24,1,23,2020
1281,24,2,224,2020
1282,24,3,1,2020
1283,24,4,12,2020
1284,24,5,27,2020
1285,24,6,14,2020
1286,25,2,8,2011
1287,25,4,2,2011
1288,25,5,4,2011
1289,25,11,3,2011
1290,25,12,5,2011
1291,25,2,3,2012
1292,25,3,7,2012
1293,25,4,7,2012
1294,25,5,2,2012
1295,25,6,1,2012
1296,25,9,1,2012
1297,25,10,1,2012
1298,25,11,2,2012
1299,25,12,7,2012
1300,25,2,2,2013
1301,25,3,20,2013
1302,25,4,5,2013
1303,25,5,3,2013
1304,25,6,3,2013
1305,25,10,2,2013
1306,25,11,3,2013
1307,25,12,25,2013
1308,25,1,17,2014
1309,25,2,6,2014
1310,25,3,1,2014
1311,25,4,1,2014
1312,25,6,1,2014
1313,25,10,1,2014
1314,25,11,4,2014
1315,25,12,11,2014
1316,25,1,16,2015
1317,25,2,8,2015
1318,25,3,5,2015
1319,25,4,7,2015
1320,25,5,3,2015
1321,25,6,1,2015
1322,25,8,1,2015
1323,25,9,1,2015
1324,25,10,1,2015
1325,25,11,1,2015
1326,25,12,1,2015
1327,25,1,5,2016
1328,25,2,43,2016
1329,25,3,9,2016
1330,25,4,15,2016
1331,25,5,8,2016
1332,25,6,9,2016
1333,25,7,1,2016
1334,25,8,2,2016
1335,25,9,1,2016
1336,25,11,10,2016
1337,25,12,40,2016
1338,25,1,9,2017
1339,25,2,22,2017
1340,25,3,9,2017
