,Ma_Tinh,Thang,So_Diem_Chay,Nam
2098,40,8,72,2017
2099,40,9,47,2017
2100,40,10,17,2017
2101,40,11,55,2017
2102,40,12,161,2017
2103,40,1,223,2018
2104,40,2,688,2018
2105,40,3,1944,2018
2106,40,4,2132,2018
2107,40,5,494,2018
2108,40,6,320,2018
2109,40,7,314,2018
2110,40,8,22,2018
2111,40,9,319,2018
2112,40,10,154,2018
2113,40,11,180,2018
2114,40,12,168,2018
2115,40,1,99,2019
2116,40,2,770,2019
2117,40,3,1350,2019
2118,40,4,4064,2019
2119,40,5,421,2019
2120,40,6,419,2019
2121,40,7,41,2019
2122,40,8,65,2019
2123,40,9,65,2019
2124,40,10,145,2019
2125,40,11,54,2019
2126,40,12,22,2019
2127,40,1,88,2020
2128,40,2,305,2020
2129,40,3,63,2020
2130,40,4,28,2020
2131,40,5,826,2020
2132,40,6,148,2020
2133,40,7,1,2020
2134,40,8,16,2020
2135,42,3,3,2011
2136,42,4,5,2011
2137,42,5,1,2011
2138,42,6,5,2011
2139,42,7,2,2011
2140,42,8,5,2011
2141,42,9,5,2011
2142,42,11,3,2011
2143,42,2,1,2012
2144,42,3,2,2012
2145,42,4,13,2012
2146,42,5,9,2012
2147,42,6,9,2012
2148,42,7,6,2012
2149,42,8,15,2012
2150,42,9,6,2012
2151,42,10,7,2012
2152,42,11,6,2012
2153,42,12,7,2012
2154,42,2,4,2013
2155,42,3,8,2013
2156,42,4,8,2013
2157,42,5,8,2013
2158,42,6,9,2013
2159,42,7,3,2013
2160,42,8,8,2013
2161,42,9,1,2013
2162,42,10,15,2013
2163,42,12,3,2013
2164,42,1,21,2014
2165,42,2,2,2014
2166,42,3,13,2014
2167,42,4,18,2014
2168,42,5,25,2014
2169,42,6,6,2014
2170,42,7,3,2014
2171,42,8,6,2014
2172,42,9,11,2014
2173,42,10,9,2014
2174,42,11,2,2014
2175,42,1,15,2015
2176,42,2,1,2015
2177,42,3,12,2015
2178,42,4,29,2015
2179,42,5,58,2015
2180,42,6,19,2015
2181,42,7,21,2015
2182,42,8,28,2015
2183,42,9,18,2015
2184,42,10,29,2015
2185,42,11,2,2015
2186,42,12,5,2015
2187,42,1,4,2016
2188,42,2,38,2016
2189,42,3,2,2016
2190,42,4,18,2016
2191,42,2,54,2017
2192,42,3,18,2017
2193,42,5,4,2017
2194,42,6,93,2017
2195,42,7,25,2017
2196,42,8,85,2017
2197,42,9,61,2017
2198,42,10,23,2017
2199,42,11,13,2017
2200,42,12,36,2017
2201,42,1,65,2018
2202,42,2,338,2018
2203,42,3,504,2018
2204,42,4,1374,2018
2205,42,5,140,2018
2206,42,6,69,2018
2207,42,7,106,2018
2208,42,8,53,2018
2209,42,9,244,2018
2210,42,10,84,2018
2211,42,11,141,2018
2212,42,12,53,2018
2213,42,1,19,2019
2214,42,2,369,2019
2215,42,3,461,2019
2216,42,4,930,2019
2217,42,5,55,2019
2218,42,6,159,2019
2219,42,7,46,2019
2220,42,8,49,2019
2221,42,9,74,2019
2222,42,10,85,2019
2223,42,11,28,2019
2224,42,12,13,2019
2225,42,1,46,2020
2226,42,2,136,2020
2227,42,3,28,2020
2228,42,4,6,2020
2229,42,5,66,2020
2230,42,6,18,2020
2231,42,7,3,2020
2232,42,8,23,2020
2233,44,2,14,2011
2234,44,3,14,2011
2235,44,4,15,2011
2236,44,5,7,2011
2237,44,6,14,2011
2238,44,7,14,2011
2239,44,8,15,2011
2240,44,9,5,2011
2241,44,11,3,2011
2242,44,2,4,2012
2243,44,3,3,2012
2244,44,4,27,2012
2245,44,5,8,2012
2246,44,6,1,2012
2247,44,7,22,2012
2248,44,8,13,2012
2249,44,9,18,2012
2250,44,10,13,2012
2251,44,11,4,2012
2252,44,12,7,2012
2253,44,1,3,2013
2254,44,2,1,2013
2255,44,3,24,2013
2256,44,4,25,2013
2257,44,5,14,2013
2258,44,6,10,2013
2259,44,7,13,2013
2260,44,8,6,2013
2261,44,10,3,2013
2262,44,11,8,2013
2263,44,12,3,2013
2264,44,1,15,2014
2265,44,2,11,2014
2266,44,3,30,2014
2267,44,4,38,2014
2268,44,5,26,2014
2269,44,6,7,2014
2270,44,7,16,2014
2271,44,8,2,2014
2272,44,9,12,2014
2273,44,10,1,2014
2274,44,11,2,2014
2275,44,1,4,2015
2276,44,2,6,2015
2277,44,3,16,2015
2278,44,4,42,2015
2279,44,5,14,2015
2280,44,6,12,2015
2281,44,7,4,2015
2282,44,8,4,2015
2283,44,9,17,2015
2284,44,10,17,2015
2285,44,11,5,2015
2286,44,12,5,2015
2287,44,1,4,2016
2288,44,2,75,2016
2289,44,3,61,2016
2290,44,4,146,2016
2291,44,5,31,2016
2292,44,6,21,2016
2293,44,7,19,2016
2294,44,8,15,2016
2295,44,9,14,2016
2296,44,10,17,2016
2297,44,11,4,2016
2298,44,12,3,2016
2299,44,3,4,2017
2300,44,4,130,2017
2301,44,5,98,2017
2302,44,6,97,2017
2303,44,7,35,2017
2304,44,8,92,2017
2305,44,9,53,2017
2306,44,10,21,2017
2307,44,11,13,2017
2308,44,12,9,2017
2309,44,1,92,2018
2310,44,2,791,2018
2311,44,3,971,2018
2312,44,4,2335,2018
2313,44,5,164,2018
2314,44,6,66,2018
2315,44,7,79,2018
2316,44,8,117,2018
2317,44,9,285,2018
2318,44,10,146,2018
2319,44,11,149,2018
2320,44,12,46,2018
2321,44,1,26,2019
2322,44,2,744,2019
2323,44,3,1524,2019
2324,44,4,1233,2019
2325,44,5,91,2019
2326,44,6,91,2019
2327,44,7,94,2019
2328,44,8,43,2019
2329,44,9,61,2019
2330,44,10,104,2019
2331,44,11,32,2019
2332,44,12,13,2019
2333,44,1,59,2020
2334,44,2,166,2020
2335,44,3,37,2020
2336,44,4,14,2020
2337,44,5,99,2020
2338,44,6,29,2020
2339,44,8,20,2020
2340,45,5,2,2011
2341,45,6,264,2011
2342,45,7,24,2011
2343,45,8,43,2011
2344,45,9,54,2011
2345,45,10,12,2011
2346,45,11,7,2011
2347,45,12,2,2011
2348,45,5,2,2012
2349,45,6,264,2012
2350,45,7,24,2012
2351,45,8,43,2012
2352,45,9,54,2012
2353,45,10,12,2012
2354,45,11,7,2012
2355,45,12,2,2012
2356,45,5,2,2013
2357,45,6,264,2013
2358,45,7,24,2013
2359,45,8,43,2013
2360,45,9,54,2013
2361,45,10,12,2013
2362,45,11,7,2013
2363,45,12,2,2013
2364,45,5,2,2014
2365,45,6,264,2014
2366,45,7,24,2014
2367,45,8,43,2014
2368,45,9,54,2014
2369,45,10,12,2014
2370,45,11,7,2014
2371,45,12,2,2014
2372,45,5,2,2015
2373,45,6,264,2015
2374,45,7,24,2015
2375,45,8,43,2015
2376,45,9,54,2015
2377,45,10,12,2015
2378,45,11,7,2015
2379,45,12,2,2015
2380,45,5,2,2016
2381,45,6,264,2016
2382,45,7,24,2016
2383,45,8,43,2016
2384,45,9,54,2016
2385,45,10,12,2016
2386,45,11,7,2016
2387,45,12,2,2016
2388,45,5,2,2017
2389,45,6,264,2017
2390,45,7,24,2017
2391,45,8,43,2017
2392,45,9,54,2017
2393,45,10,12,2017
2394,45,11,7,2017
2395,45,12,2,2017
2396,45,1,34,2018
2397,45,2,639,2018
2398,45,3,1034,2018
2399,45,4,2869,2018
2400,45,5,315,2018
2401,45,6,75,2018
2402,45,7,36,2018
2403,45,8,63,2018
2404,45,9,92,2018
2405,45,10,104,2018
2406,45,11,83,2018
2407,45,12,49,2018
2408,45,1,43,2019
2409,45,2,1037,2019
2410,45,3,1719,2019
2411,45,4,2157,2019
2412,45,5,230,2019
2413,45,6,63,2019
2414,45,7,56,2019
2415,45,8,26,2019
2416,45,9,65,2019
2417,45,10,177,2019
2418,45,11,30,2019
2419,45,12,22,2019
2420,45,1,96,2020
2421,45,2,431,2020
2422,45,3,70,2020
2423,45,4,24,2020
2424,45,5,373,2020
2425,45,6,38,2020
2426,45,8,26,2020
2427,46,2,14,2011
2428,46,3,6,2011
2429,46,4,8,2011
2430,46,5,9,2011
2431,46,6,6,2011
2432,46,7,4,2011
2433,46,8,16,2011
2434,46,9,13,2011
2435,46,10,1,2011
2436,46,11,8,2011
2437,46,2,4,2012
2438,46,3,8,2012
2439,46,4,11,2012
2440,46,5,4,2012
2441,46,6,9,2012
2442,46,7,8,2012
2443,46,8,5,2012
2444,46,9,27,2012
2445,46,10,20,2012
2446,46,11,11,2012
2447,46,12,12,2012
2448,46,1,1,2013
2449,46,2,10,2013
2450,46,3,19,2013
2451,46,4,12,2013
2452,46,5,4,2013
2453,46,6,5,2013
2454,46,7,5,2013
2455,46,8,8,2013
2456,46,9,5,2013
2457,46,10,9,2013
2458,46,11,1,2013
2459,46,1,14,2014
2460,46,2,15,2014
2461,46,3,13,2014
2462,46,4,14,2014
2463,46,5,11,2014
2464,46,6,1,2014
2465,46,7,2,2014
2466,46,8,9,2014
2467,46,9,12,2014
2468,46,10,7,2014
2469,46,11,11,2014
2470,46,1,7,2015
2471,46,2,4,2015
2472,46,3,14,2015
2473,46,4,10,2015
2474,46,5,9,2015
2475,46,6,5,2015
2476,46,7,4,2015
2477,46,8,15,2015
2478,46,9,25,2015
2479,46,10,30,2015
2480,46,11,10,2015
2481,46,12,8,2015
2482,46,1,2,2016
2483,46,2,18,2016
2484,46,3,41,2016
2485,46,4,70,2016
2486,46,5,25,2016
2487,46,6,16,2016
2488,46,7,14,2016
2489,46,8,13,2016
2490,46,9,18,2016
2491,46,10,22,2016
2492,46,11,7,2016
2493,46,3,16,2017
2494,46,4,75,2017
2495,46,5,39,2017
2496,46,6,93,2017
2497,46,7,28,2017
2498,46,8,67,2017
2499,46,9,62,2017
2500,46,10,38,2017
2501,46,11,14,2017
2502,46,1,23,2018
2503,46,2,195,2018
2504,46,3,539,2018
2505,46,4,549,2018
2506,46,5,90,2018
2507,46,6,22,2018
2508,46,7,15,2018
2509,46,8,76,2018
2510,46,9,119,2018
2511,46,10,91,2018
2512,46,11,60,2018
2513,46,12,20,2018
2514,46,1,18,2019
2515,46,2,642,2019
2516,46,3,795,2019
2517,46,4,498,2019
2518,46,5,122,2019
2519,46,6,59,2019
2520,46,7,21,2019
2521,46,8,25,2019
2522,46,9,57,2019
2523,46,10,164,2019
2524,46,11,35,2019
2525,46,12,30,2019
2526,46,1,68,2020
2527,46,2,292,2020
2528,46,3,26,2020
2529,46,4,6,2020
2530,46,5,114,2020
2531,46,6,40,2020
2532,46,8,19,2020
2533,48,6,9,2011
2534,48,7,6,2011
2535,48,8,13,2011
2536,48,9,31,2011
2537,48,10,8,2011
2538,48,11,1,2011
2539,48,12,1,2011
2540,48,6,9,2012
2541,48,7,6,2012
2542,48,8,13,2012
2543,48,9,31,2012
2544,48,10,8,2012
2545,48,11,1,2012
2546,48,12,1,2012
2547,48,6,9,2013
2548,48,7,6,2013
2549,48,8,13,2013
2550,48,9,31,2013
2551,48,10,8,2013
2552,48,11,1,2013
2553,48,12,1,2013
2554,48,6,9,2014
2555,48,7,6,2014
2556,48,8,13,2014
2557,48,9,31,2014
2558,48,10,8,2014
2559,48,11,1,2014
2560,48,12,1,2014
2561,48,6,9,2015
2562,48,7,6,2015
2563,48,8,13,2015
2564,48,9,31,2015
2565,48,10,8,2015
2566,48,11,1,2015
2567,48,12,1,2015
2568,48,6,9,2016
2569,48,7,6,2016
2570,48,8,13,2016
2571,48,9,31,2016
2572,48,10,8,2016
2573,48,11,1,2016
2574,48,12,1,2016
2575,48,6,9,2017
2576,48,7,6,2017
2577,48,8,13,2017
2578,48,9,31,2017
2579,48,10,8,2017
2580,48,11,1,2017
2581,48,12,1,2017
2582,48,1,5,2018
2583,48,2,83,2018
2584,48,3,116,2018
2585,48,4,126,2018
2586,48,5,3,2018
2587,48,6,8,2018
2588,48,7,15,2018
2589,48,8,16,2018
2590,48,9,33,2018
2591,48,10,54,2018
2592,48,11,4,2018
2593,48,12,1,2018
2594,48,1,3,2019
2595,48,2,172,2019
2596,48,3,117,2019
2597,48,4,77,2019
2598,48,5,16,2019
2599,48,6,24,2019
2600,48,7,5,2019
2601,48,8,20,2019
2602,48,9,13,2019
2603,48,10,34,2019
2604,48,11,1,2019
2605,48,1,7,2020
2606,48,2,100,2020
2607,48,3,5,2020
2608,48,4,2,2020
2609,48,5,23,2020
2610,48,6,10,2020
2611,48,8,13,2020
2612,49,2,22,2011
2613,49,3,57,2011
2614,49,4,58,2011
2615,49,5,107,2011
2616,49,6,27,2011
2617,49,7,39,2011
2618,49,8,46,2011
2619,49,9,11,2011
2620,49,10,12,2011
2621,49,11,1,2011
2622,49,1,3,2012
2623,49,2,3,2012
2624,49,3,66,2012
2625,49,4,114,2012
2626,49,5,101,2012
2627,49,6,55,2012
2628,49,7,38,2012
2629,49,8,27,2012
2630,49,9,19,2012
2631,49,10,8,2012
2632,49,11,2,2012
2633,49,12,6,2012
2634,49,1,3,2013
2635,49,2,23,2013
2636,49,3,96,2013
2637,49,4,96,2013
2638,49,5,216,2013
2639,49,6,97,2013
2640,49,7,23,2013
2641,49,8,39,2013
2642,49,9,16,2013
2643,49,10,25,2013
2644,49,11,1,2013
2645,49,12,1,2013
2646,49,1,15,2014
2647,49,2,46,2014
2648,49,3,238,2014
2649,49,4,226,2014
2650,49,5,247,2014
2651,49,6,34,2014
2652,49,7,18,2014
2653,49,8,24,2014
2654,49,9,18,2014
2655,49,10,9,2014
2656,49,11,2,2014
2657,49,1,11,2015
2658,49,2,23,2015
2659,49,3,114,2015
2660,49,4,132,2015
2661,49,5,188,2015
2662,49,6,117,2015
2663,49,7,40,2015
2664,49,8,65,2015
2665,49,9,58,2015
2666,49,10,42,2015
2667,49,11,15,2015
2668,49,12,2,2015
2669,49,1,2,2016
2670,49,2,9,2016
2671,49,3,103,2016
2672,49,4,247,2016
2673,49,3,94,2017
2674,49,4,506,2017
2675,49,5,252,2017
2676,49,6,935,2017
2677,49,7,100,2017
2678,49,8,267,2017
2679,49,9,208,2017
2680,49,10,62,2017
2681,49,11,31,2017
2682,49,12,21,2017
2683,49,1,20,2018
2684,49,2,699,2018
2685,49,3,2290,2018
2686,49,4,3565,2018
2687,49,5,965,2018
2688,49,6,227,2018
2689,49,7,177,2018
2690,49,8,213,2018
2691,49,9,530,2018
2692,49,10,230,2018
2693,49,11,151,2018
2694,49,12,22,2018
2695,49,1,25,2019
2696,49,2,2162,2019
2697,49,3,4604,2019
2698,49,4,4416,2019
2699,49,5,619,2019
2700,49,6,333,2019
2701,49,7,184,2019
2702,49,8,106,2019
2703,49,9,217,2019
2704,49,10,391,2019
2705,49,11,58,2019
2706,49,12,33,2019
2707,49,1,93,2020
2708,49,2,727,2020
2709,49,3,233,2020
2710,49,4,134,2020
2711,49,5,924,2020
2712,49,6,310,2020
2713,49,7,2,2020
2714,49,8,66,2020
2715,51,1,1,2011
2716,51,2,19,2011
2717,51,3,14,2011
2718,51,4,21,2011
2719,51,5,59,2011
2720,51,6,29,2011
2721,51,7,26,2011
2722,51,8,26,2011
2723,51,9,11,2011
2724,51,10,1,2011
2725,51,11,3,2011
2726,51,1,2,2012
2727,51,2,7,2012
2728,51,3,16,2012
2729,51,4,56,2012
2730,51,5,57,2012
2731,51,6,37,2012
2732,51,7,38,2012
2733,51,8,14,2012
2734,51,9,14,2012
2735,51,10,7,2012
2736,51,11,5,2012
2737,51,12,2,2012
2738,51,1,2,2013
2739,51,2,19,2013
2740,51,3,28,2013
2741,51,4,23,2013
2742,51,5,69,2013
2743,51,6,65,2013
2744,51,7,9,2013
2745,51,8,20,2013
2746,51,9,11,2013
2747,51,10,17,2013
2748,51,11,1,2013
2749,51,12,3,2013
2750,51,1,7,2014
2751,51,2,38,2014
2752,51,3,59,2014
2753,51,4,129,2014
2754,51,5,120,2014
2755,51,6,24,2014
2756,51,7,26,2014
2757,51,8,30,2014
2758,51,9,19,2014
2759,51,10,17,2014
2760,51,11,5,2014
2761,51,1,13,2015
2762,51,2,27,2015
2763,51,3,27,2015
2764,51,4,44,2015
2765,51,5,105,2015
2766,51,6,87,2015
2767,51,7,39,2015
2768,51,8,29,2015
2769,51,9,41,2015
2770,51,10,19,2015
2771,51,11,5,2015
2772,51,12,2,2015
2773,51,1,7,2016
2774,51,2,19,2016
2775,51,3,33,2016
2776,51,4,70,2016
2777,51,3,61,2017
2778,51,4,160,2017
2779,51,5,78,2017
2780,51,6,552,2017
2781,51,7,101,2017
2782,51,8,253,2017
2783,51,9,203,2017
2784,51,10,83,2017
2785,51,11,8,2017
2786,51,12,20,2017
2787,51,1,16,2018
2788,51,2,1019,2018
2789,51,3,1396,2018
2790,51,4,1265,2018
2791,51,5,470,2018
2792,51,6,151,2018
2793,51,7,143,2018
2794,51,8,123,2018
2795,51,9,389,2018
2796,51,10,189,2018
2797,51,11,127,2018
2798,51,12,37,2018
2799,51,1,45,2019
2800,51,2,2097,2019
2801,51,3,2480,2019
2802,51,4,2036,2019
2803,51,5,546,2019
2804,51,6,375,2019
2805,51,7,215,2019
2806,51,8,166,2019
2807,51,9,185,2019
2808,51,10,285,2019
2809,51,11,41,2019
2810,51,12,73,2019
2811,51,1,123,2020
2812,51,2,453,2020
2813,51,3,64,2020
2814,51,4,77,2020
2815,51,5,546,2020
2816,51,6,282,2020
2817,51,7,15,2020
2818,51,8,31,2020
2819,52,2,2,2011
2820,52,3,4,2011
2821,52,4,9,2011
2822,52,5,24,2011
2823,52,6,15,2011
2824,52,7,39,2011
2825,52,8,56,2011
2826,52,9,34,2011
2827,52,10,4,2011
2828,52,2,2,2012
2829,52,3,10,2012
2830,52,4,7,2012
2831,52,5,19,2012
2832,52,6,14,2012
2833,52,7,45,2012
2834,52,8,65,2012
2835,52,9,18,2012
2836,52,10,13,2012
2837,52,11,4,2012
2838,52,1,2,2013
2839,52,2,5,2013
2840,52,3,7,2013
2841,52,4,14,2013
2842,52,5,44,2013
2843,52,6,14,2013
2844,52,7,23,2013
2845,52,8,28,2013
2846,52,9,20,2013
2847,52,10,25,2013
2848,52,11,5,2013
2849,52,1,7,2014
2850,52,2,10,2014
2851,52,3,13,2014
2852,52,4,26,2014
2853,52,5,40,2014
2854,52,6,20,2014
2855,52,7,17,2014
2856,52,8,56,2014
2857,52,9,44,2014
2858,52,10,9,2014
2859,52,11,6,2014
2860,52,1,2,2015
2861,52,2,4,2015
2862,52,3,8,2015
2863,52,4,16,2015
2864,52,5,49,2015
2865,52,6,27,2015
2866,52,7,55,2015
2867,52,8,104,2015
2868,52,9,102,2015
2869,52,10,46,2015
2870,52,11,8,2015
2871,52,12,5,2015
2872,52,1,23,2016
2873,52,2,11,2016
2874,52,3,54,2016
2875,52,4,95,2016
2876,52,5,97,2016
2877,52,6,48,2016
2878,52,7,98,2016
2879,52,8,87,2016
2880,52,9,92,2016
2881,52,10,26,2016
2882,52,11,11,2016
2883,52,1,2,2017
2884,52,2,20,2017
2885,52,3,25,2017
2886,52,4,50,2017
2887,52,5,40,2017
2888,52,6,144,2017
2889,52,7,62,2017
2890,52,8,296,2017
2891,52,9,237,2017
2892,52,10,70,2017
2893,52,11,4,2017
2894,52,12,8,2017
2895,52,1,17,2018
2896,52,2,233,2018
2897,52,3,306,2018
2898,52,4,589,2018
2899,52,5,93,2018
2900,52,6,48,2018
2901,52,7,72,2018
2902,52,8,143,2018
2903,52,9,451,2018
2904,52,10,171,2018
2905,52,11,79,2018
2906,52,12,27,2018
2907,52,1,52,2019
2908,52,2,351,2019
2909,52,3,442,2019
2910,52,4,751,2019
2911,52,5,135,2019
2912,52,6,102,2019
2913,52,7,96,2019
2914,52,8,131,2019
2915,52,9,222,2019
2916,52,10,214,2019
2917,52,11,24,2019
2918,52,12,33,2019
2919,52,1,46,2020
2920,52,2,68,2020
2921,52,3,16,2020
2922,52,4,25,2020
2923,52,5,151,2020
2924,52,6,71,2020
2925,52,7,7,2020
2926,52,8,20,2020
2927,54,3,6,2011
2928,54,4,3,2011
2929,54,5,3,2011
2930,54,6,5,2011
2931,54,7,14,2011
2932,54,8,8,2011
2933,54,9,12,2011
2934,54,2,1,2012
2935,54,3,5,2012
2936,54,4,5,2012
2937,54,5,2,2012
2938,54,6,9,2012
2939,54,7,14,2012
2940,54,8,33,2012
2941,54,9,2,2012
2942,54,10,3,2012
2943,54,1,1,2013
2944,54,2,1,2013
2945,54,3,10,2013
2946,54,4,7,2013
2947,54,5,7,2013
2948,54,6,16,2013
2949,54,7,16,2013
2950,54,8,30,2013
2951,54,9,10,2013
2952,54,10,7,2013
2953,54,11,2,2013
2954,54,12,1,2013
2955,54,1,2,2014
2956,54,2,10,2014
2957,54,3,16,2014
2958,54,4,10,2014
2959,54,5,12,2014
2960,54,6,15,2014
2961,54,7,18,2014
2962,54,8,44,2014
2963,54,9,31,2014
2964,54,10,5,2014
2965,54,1,5,2015
2966,54,2,1,2015
2967,54,3,2,2015
2968,54,4,6,2015
2969,54,5,13,2015
2970,54,6,12,2015
2971,54,7,31,2015
2972,54,8,84,2015
2973,54,9,29,2015
2974,54,10,8,2015
2975,54,1,4,2016
2976,54,2,2,2016
2977,54,3,17,2016
2978,54,4,61,2016
2979,54,5,24,2016
2980,54,6,34,2016
2981,54,7,78,2016
2982,54,8,67,2016
2983,54,9,37,2016
2984,54,10,16,2016
2985,54,3,12,2017
2986,54,4,21,2017
2987,54,5,41,2017
2988,54,6,88,2017
2989,54,7,50,2017
2990,54,8,306,2017
2991,54,9,268,2017
2992,54,10,72,2017
2993,54,11,30,2017
2994,54,12,9,2017
2995,54,1,29,2018
2996,54,2,284,2018
2997,54,3,618,2018
2998,54,4,1169,2018
2999,54,5,151,2018
3000,54,6,72,2018
3001,54,7,121,2018
3002,54,8,207,2018
3003,54,9,338,2018
3004,54,10,148,2018
3005,54,11,110,2018
3006,54,12,37,2018
3007,54,1,54,2019
3008,54,2,325,2019
3009,54,3,927,2019
3010,54,4,1693,2019
3011,54,5,262,2019
3012,54,6,44,2019
3013,54,7,152,2019
3014,54,8,289,2019
3015,54,9,178,2019
3016,54,10,213,2019
3017,54,11,23,2019
3018,54,12,3,2019
3019,54,1,17,2020
3020,54,2,36,2020
3021,54,3,49,2020
3022,54,4,32,2020
3023,54,5,112,2020
3024,54,6,14,2020
3025,54,7,2,2020
3026,54,8,20,2020
3027,56,2,5,2011
3028,56,3,7,2011
3029,56,4,45,2011
3030,56,5,11,2011
3031,56,6,4,2011
3032,56,7,6,2011
3033,56,8,3,2011
3034,56,2,1,2012
3035,56,3,8,2012
3036,56,4,14,2012
3037,56,5,8,2012
3038,56,6,7,2012
3039,56,7,8,2012
3040,56,8,7,2012
3041,56,10,3,2012
3042,56,11,2,2012
3043,56,12,1,2012
3044,56,1,1,2013
3045,56,2,1,2013
3046,56,3,15,2013
3047,56,4,15,2013
3048,56,5,18,2013
3049,56,6,4,2013
3050,56,7,4,2013
3051,56,8,8,2013
3052,56,9,2,2013
3053,56,10,3,2013
3054,56,1,3,2014
3055,56,2,10,2014
3056,56,3,42,2014
3057,56,4,36,2014
3058,56,5,16,2014
3059,56,6,7,2014
3060,56,7,5,2014
3061,56,8,14,2014
3062,56,9,7,2014
3063,56,10,3,2014
3064,56,11,2,2014
3065,56,1,3,2015
3066,56,2,5,2015
3067,56,3,10,2015
3068,56,4,46,2015
3069,56,5,42,2015
3070,56,6,16,2015
3071,56,7,28,2015
3072,56,8,18,2015
3073,56,9,8,2015
3074,56,10,3,2015
3075,56,1,1,2016
3076,56,2,3,2016
3077,56,3,17,2016
3078,56,4,98,2016
3079,56,5,40,2016
3080,56,6,11,2016
3081,56,7,30,2016
3082,56,8,24,2016
3083,56,9,6,2016
3084,56,10,1,2016
3085,56,11,2,2016
3086,56,2,7,2017
3087,56,3,12,2017
3088,56,4,43,2017
3089,56,5,11,2017
3090,56,6,71,2017
3091,56,7,26,2017
3092,56,8,84,2017
3093,56,9,114,2017
3094,56,10,76,2017
3095,56,11,15,2017
3096,56,12,24,2017
3097,56,1,21,2018
3098,56,2,347,2018
3099,56,3,728,2018
3100,56,4,1036,2018
3101,56,5,128,2018
3102,56,6,86,2018
3103,56,7,109,2018
3104,56,8,216,2018
3105,56,9,142,2018
3106,56,10,151,2018
3107,56,11,93,2018
3108,56,12,13,2018
3109,56,1,33,2019
3110,56,2,115,2019
3111,56,3,539,2019
3112,56,4,1090,2019
3113,56,5,83,2019
3114,56,6,73,2019
3115,56,7,87,2019
3116,56,8,217,2019
3117,56,9,50,2019
3118,56,10,40,2019
3119,56,11,10,2019
3120,56,12,12,2019
3121,56,1,15,2020
3122,56,2,79,2020
3123,56,3,40,2020
3124,56,4,31,2020
3125,56,5,248,2020
3126,56,6,30,2020
3127,56,8,2,2020
3128,58,1,1,2011
3129,58,2,7,2011
3130,58,3,8,2011
3131,58,4,25,2011
3132,58,5,8,2011
3133,58,7,1,2011
3134,58,1,1,2012
3135,58,2,18,2012
3136,58,3,11,2012
3137,58,4,14,2012
3138,58,5,1,2012
3139,58,7,4,2012
3140,58,10,1,2012
3141,58,11,1,2012
3142,58,1,2,2013
3143,58,2,7,2013
3144,58,3,33,2013
3145,58,4,5,2013
3146,58,5,2,2013
3147,58,6,2,2013
3148,58,8,1,2013
3149,58,11,1,2013
3150,58,12,1,2013
3151,58,1,1,2014
3152,58,2,20,2014
3153,58,3,68,2014
3154,58,4,20,2014
3155,58,5,4,2014
3156,58,8,1,2014
3157,58,1,5,2015
3158,58,2,24,2015
3159,58,3,26,2015
3160,58,4,35,2015
3161,58,5,4,2015
3162,58,7,1,2015
3163,58,10,3,2015
3164,58,12,2,2015
3165,58,1,4,2016
3166,58,2,42,2016
3167,58,3,171,2016
3168,58,4,140,2016
3169,58,5,20,2016
3170,58,6,2,2016
3171,58,7,4,2016
3172,58,8,3,2016
3173,58,11,1,2016
3174,58,1,3,2017
3175,58,3,43,2017
3176,58,4,80,2017
3177,58,5,11,2017
3178,58,6,16,2017
3179,58,7,6,2017
3180,58,8,32,2017
3181,58,9,21,2017
3182,58,10,12,2017
3183,58,11,10,2017
3184,58,12,49,2017
3185,58,1,52,2018
3186,58,2,1302,2018
3187,58,3,3809,2018
3188,58,4,2244,2018
3189,58,5,97,2018
3190,58,6,18,2018
3191,58,7,36,2018
3192,58,8,24,2018
3193,58,9,79,2018
3194,58,10,116,2018
3195,58,11,62,2018
3196,58,12,35,2018
3197,58,1,71,2019
3198,58,2,283,2019
3199,58,3,656,2019
3200,58,4,1353,2019
3201,58,5,74,2019
3202,58,6,16,2019
3203,58,7,29,2019
3204,58,8,36,2019
3205,58,9,10,2019
3206,58,10,20,2019
3207,58,11,8,2019
3208,58,12,19,2019
3209,58,1,125,2020
3210,58,2,1048,2020
3211,58,3,46,2020
3212,58,4,34,2020
3213,58,5,108,2020
3214,58,6,9,2020
3215,60,1,6,2011
3216,60,2,47,2011
3217,60,3,15,2011
3218,60,4,28,2011
3219,60,5,4,2011
3220,60,6,1,2011
3221,60,7,1,2011
3222,60,8,3,2011
3223,60,11,4,2011
3224,60,12,2,2011
3225,60,1,15,2012
3226,60,2,26,2012
3227,60,3,22,2012
3228,60,4,21,2012
3229,60,5,2,2012
3230,60,6,2,2012
3231,60,7,1,2012
3232,60,11,1,2012
3233,60,12,20,2012
3234,60,1,33,2013
3235,60,2,37,2013
3236,60,3,17,2013
3237,60,4,3,2013
3238,60,5,1,2013
3239,60,6,5,2013
3240,60,10,2,2013
3241,60,11,1,2013
3242,60,12,5,2013
3243,60,1,12,2014
3244,60,2,50,2014
3245,60,3,30,2014
3246,60,4,5,2014
3247,60,5,2,2014
3248,60,6,1,2014
3249,60,11,1,2014
3250,60,12,5,2014
3251,60,1,35,2015
3252,60,2,42,2015
3253,60,3,21,2015
3254,60,4,17,2015
3255,60,5,2,2015
3256,60,6,5,2015
3257,60,10,2,2015
3258,60,11,1,2015
